Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"csi-ReportFrameworkIndicates whether the UE supports CSI report framework. This capability signalling comprises the following parameters:-maxNumberPeriodicCSI-PerBWP-ForCSI-Report indicates the maximum number of periodic CSI report setting per BWP for CSI report;-maxNumberPeriodicCSI-PerBWP-ForBeamReport indicates the maximum number of periodic CSI report setting per BWP for beam report.-maxNumberAperiodicCSI-PerBWP-ForCSI-Report indicates the maximum number of aperiodic CSI report setting per BWP for CSI report;-maxNumberAperiodicCSI-PerBWP-ForBeamReport indicates the maximum number of aperiodic CSI report setting per BWP for beam report;-maxNumberAperiodicCSI-triggeringStatePerCC indicates the maximum number of aperiodic CSI triggering states in CSI-AperiodicTriggerStateList per CC;-maxNumberSemiPersistentCSI-PerBWP-ForCSI-Report indicates the maximum number of semi-persistent CSI report setting per BWP for CSI report;-maxNumberSemiPersistentCSI-PerBWP-ForBeamReport indicates the maximum number of semi-persistent CSI report setting per BWP for beam report;-simultaneousCSI-ReportsPerCC indicates the number of CSI report(s) for which the UE can measure and process reference signals simultaneously in a CC of the band for which this capability is provided. The CSI report comprises periodic, semi-persistent and aperiodic CSI and any latency classes and codebook types. The CSI report in simultaneousCSI-ReportsPerCC includes the beam report and CSI report.The UE is mandated to report csi-ReportFramework.",Band,Yes,N/A,N/A
"csi-ReportFrameworkExt-r16Indicates whether the UE supports the extension of the maximum number of configured aperiodic CSI report settings for all codebook types. The capability signalling comprises the following:maxNumberAperiodicCSI-PerBWP-ForCSI-ReportExt-r16 indicates the extended maximum number of aperiodic CSI report setting per BWP for CSI report. If present, the value of maxNumberAperiodicCSI-PerBWP-ForCSI-Report-r16 shall replace the corresponding value in csi-ReportFramework.",Band,No,N/A,N/A
"csi-RS-ForTrackingIndicates support of CSI-RS for tracking (i.e. TRS). This capability signalling comprises the following parameters:-maxBurstLength indicates the TRS burst length. Value 1 indicates 1 slot and value 2 indicates both of 1 slot and 2 slots. In this release UE is mandated to report value 2;-maxSimultaneousResourceSetsPerCC indicates the maximum number of TRS resource sets per CC which the UE can track simultaneously;-maxConfiguredResourceSetsPerCC indicates the maximum number of TRS resource sets configured to UE per CC. It is mandated to report at least 8 for FR1 and 16 for FR2;-maxConfiguredResourceSetsAllCC indicates the maximum number of TRS resource sets configured to UE across CCs. If the UE includes the field in an FR1 band, it shall set the same value in all FR1 bands. If the UE includes the field in an FR2 band, it shall set the same value in all FR2 bands. The UE supports a total number of resources equal to the maximum of the FR1 and FR2 value, but no more than the FR1 value across all FR1 serving cells and no more than the FR2 value across all FR2 serving cells. The UE is mandated to report at least 16 for FR1 and 32 for FR2.The UE is mandated to report csi-RS-ForTracking.",Band,Yes,N/A,N/A
csi-RS-IM-ReceptionForFeedbackIndicates support of CSI-RS and CSI-IM reception for CSI feedback. This capability signalling comprises the following parameters:-maxConfigNumberNZP-CSI-RS-PerCC indicates the maximum number of configured NZP-CSI-RS resources per CC;-maxConfigNumberPortsAcrossNZP-CSI-RS-PerCC indicates the maximum number of ports across all configured NZP-CSI-RS resources per CC;-maxConfigNumberCSI-IM-PerCC indicates the maximum number of configured CSI-IM resources per CC;-maxNumberSimultaneousNZP-CSI-RS-PerCC indicates the maximum number of simultaneous CSI-RS-resources per CC;-totalNumberPortsSimultaneousNZP-CSI-RS-PerCC indicates the total number of CSI-RS ports in simultaneous CSI-RS resources per CC.The UE is mandated to report csi-RS-IM-ReceptionForFeedback.,Band,Yes,N/A,N/A
"csi-RS-ProcFrameworkForSRSIndicates support of CSI-RS processing framework for SRS. This capability signalling comprises the following parameters:-maxNumberPeriodicSRS-AssocCSI-RS-PerBWP indicates the maximum number of periodic SRS resources associated with CSI-RS per BWP;-maxNumberAperiodicSRS-AssocCSI-RS-PerBWP indicates the maximum number of aperiodic SRS resources associated with CSI-RS per BWP;-maxNumberSP-SRS-AssocCSI-RS-PerBWP indicates the maximum number of semi-persistent SRS resources associated with CSI-RS per BWP;-simultaneousSRS-AssocCSI-RS-PerCC indicates the number of SRS resources that the UE can process simultaneously in a CC, including periodic, aperiodic and semi-persistent SRS.",Band,No,N/A,N/A
cyclicShiftHoppingWithinSubset-r18Indicates whether the UE supports configuration of subset of cyclic shifts for cyclic shift hopping.A UE supporting this feature shall also indicate the support of srs-cyclicShiftHopping-r18.,Band,No,N/A,N/A
defaultQCL-PerCORESETPoolIndex-r16Indicates whether the UE supports default QCL assumption per CORESET pool index using multi-DCI based multi-TRP. The UE that indicates support of this feature shall support multiDCI-MultiTRP-r16 and simultaneousReceptionDiffTypeD-r16.,Band,No,N/A,FR2 only
"defaultQCL-TwoTCI-r16Indicates whether the UE supports default QCL assumption with two TCI states using single-DCI based multi-TRP. The UE can include this field only if simultaneousReceptionDiffTypeD-r16 is present. Otherwise, the UE does not include this field.",Band,No,N/A,FR2 only
"dmrs-BundlingNonBackToBackTX-r17Indicates whether the UE supports DM-RS bundling for non-back-to-back transmission for consecutive slots for PUSCH and PUCCH only for corresponding supported back-to-back transmission as reported in dmrs-BundlingPUSCH-RepTypeA-r17, dmrs-BundlingPUSCH-RepTypeB-r17, dmrs-BundlingPUSCH-multiSlot-r17 or dmrs-BundlingPUCCH-Rep-r17. The UE is considered to support the feature in a band of a band combination if the UE indicates support of the feature for the corresponding band and for the band combination.UE indicating support of this feature shall also indicate support of at least one of dmrs-BundlingPUSCH-RepTypeA-r17, dmrs-BundlingPUSCH-RepTypeB-r17, dmrs-BundlingPUSCH-multiSlot-r17 or dmrs-BundlingPUCCH-Rep-r17.",Band,No,N/A,N/A
dmrs-BundlingPUCCH-Rep-r17Indicates whether the UE supports DM-RS bundling for PUCCH repetitions for PUCCH formats 1/3/4 over consecutive symbols. The UE is considered to support the feature in a band of a band combination if the UE indicates support of the feature for the corresponding band and for the band combination.UE indicating support of this feature shall also indicate support of maxDurationDMRS-Bundling-r17 and pucch-Repetition-F1-3-4.,Band,No,N/A,N/A
dmrs-BundlingPUSCH-multiSlot-r17Indicates whether the UE supports DM-RS bundling for TB processing over multi-slot PUSCH over consecutive symbols. The UE is considered to support the feature in a band of a band combination if the UE indicates support of the feature for the corresponding band and for the band combination.UE indicating support of this feature shall also indicate support of maxDurationDMRS-Bundling-r17 and tb-ProcessingMultiSlotPUSCH-r17.,Band,No,N/A,N/A
"dmrs-BundlingPUSCH-RepTypeA-r17Indicates whether the UE supports DM-RS bundling for PUSCH repetition type A over consecutive symbols. The UE is considered to support the feature in a band of a band combination if the UE indicates support of the feature for the corresponding band and for the band combination.UE indicating support of this feature shall also indicate support of maxDurationDMRS-Bundling-r17 and at least one of type1-PUSCH-RepetitionMultiSlots, type2-PUSCH-RepetitionMultiSlots or pusch-RepetitionMultiSlots.",Band,No,N/A,N/A
dmrs-BundlingPUSCH-RepTypeB-r17Indicates whether the UE supports DM-RS bundling for PUSCH repetition type B over consecutive symbols. The UE is considered to support the feature in a band of a band combination if the UE indicates support of the feature for the corresponding band and for the band combination.UE indicating support of this feature shall also indicate support of maxDurationDMRS-Bundling-r17 and pusch-RepetitionTypeB-r16.,Band,No,N/A,N/A
"dmrs-BundlingRestart-r17Indicates whether the UE supports restarting DM-RS bundling after the events triggered by DCI or MAC CE that violate power consistency and phase continuity. The UE is considered to support the feature in a band of a band combination if the UE indicates support of the feature for the corresponding band and for the band combination.UE indicating support of this feature shall also indicate support of maxDurationDMRS-Bundling-r17.NOTE:Events which are triggered by DCI or MAC CE, but do not require UE capability to resume maintaining power consistency and/or phase continuity as specified in clause 6.1.7 of TS 38.214 [12] are excluded from this feature.",Band,No,N/A,N/A
"dmrs-PortEntrySingleDCI-SDM-r18Indicates whether the UE supports UL DMRS port entry {0, 2, 3} for single DCI based SDM scheme for Rel-15 DMRS port and/or Rel-18 DMRS port.A UE indicates supporting of this feature shall also indicate support of pusch-CB-SingleDCI-STx2P-SDM-r18 or pusch-NonCB-SingleDCI-STx2P-SDM-r18.",Band,No,N/A,FR2 only
dynamicMulticastDCI-Format4-2-r17Indicates whether the UE supports DCI format 4_2 with CRC scrambled with G-RNTI for multicast in RRC_CONNECTED.A UE supporting this feature shall also indicate support of dynamicMulticastPCell-r17.,Band,No,N/A,N/A
"dynamicSlotRepetitionMulticastNTN-SharedSpectrumChAccess-r17Indicates the maximum number of supported dynamic slot-level repetitions for group-common PDSCH for multicast in RRC_CONNECTED for NTN and shared spectrum channel access. Value n8 corresponds to 8, and value n16 corresponds to 16.A UE supporting this feature shall also indicate support of dynamicMulticastPCell-r17.",Band,No,N/A,N/A
