E-UTRA CA configuration / Bandwidth combination set,,,,,,,,,,
E-UTRA CA Configuration,Uplink CA configurations (NOTE 5),E-UTRA Bands,1.4MHz,3MHz,5MHz,10MHz,15MHz,20MHz,Maximum aggregated bandwidth[MHz],Bandwidth combination set
,,66,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_8A-11A-28A,-,8,,,Yes,Yes,,,40,0
,,11,,,Yes,Yes,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_8A-11A-42A,-,8,,,Yes,Yes,,,40,0
,,11,,,Yes,Yes,,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_8A-11A-42C,-,8,,,Yes,Yes,,,60,0
,,11,,,Yes,Yes,,,,
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_8A-20A-28A15,-,8,,,Yes,Yes,,,50,0
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_8A-20A-32A,-,8,Yes,Yes,Yes,Yes,,,50,0
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_8A-20A-38A,-,8,,,Yes,Yes,,,50,0
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_8A-20A-40A,-,8,Yes,Yes,Yes,Yes,,,50,0
,,20,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_8A-28A-32A,-,8,Yes,Yes,Yes,Yes,,,50,0
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_8A-28A-38A,-,8,Yes,Yes,Yes,Yes,,,50,0
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_8A-28A-40A,-,8,Yes,Yes,Yes,Yes,,,50,0
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_8A-28A-41A,-,8,,,Yes,Yes,,,50,0
,,28,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
,,8,,Yes,Yes,Yes,,,,
CA_8A-28A-71A,-,8,,,Yes,Yes,,,50,0
,,28,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_8A-32A-38A,-,8,,,Yes,Yes,,,50,0
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_8A-38A-40A,-,8,,,Yes,Yes,,,50,0
,,38,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_8A-39A-41A,-,8,,,Yes,Yes,,,50,0
,,39,,,,Yes,Yes,Yes,,
,,41,,,,,,Yes,,
CA_8A-40A-41A,-,8,Yes,Yes,Yes,Yes,,,50,0
,,40,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_12A-30A-66A,-,12,,,Yes,Yes,,,40,0
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_12A-30A-66A-66A,-,12,,,Yes,Yes,,,60,0
,,30,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_12A-48A-66A,-,12,,,Yes,Yes,,,50,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-46A-66A,-,13,,,Yes,Yes,,,50,0
,,46,,,,,,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-46A-66A-66A,-,13,,,Yes,Yes,,,70,0
,,46,,,,,,Yes,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_13A-46C-66A,-,13,,,Yes,Yes,,,70,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-46C-66A-66A,-,13,,,Yes,Yes,,,90,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_13A-46D-66A,CA_13A-66A,13,,,Yes,Yes,,,90,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-46D-66A-66A,-,13,,,Yes,Yes,,,110,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_13A-46E-66A,-,13,,,Yes,Yes,,,110,0
,,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-48A-66A,CA_13A-48ACA_13A-66ACA_48A-66A,13,,,Yes,Yes,,,50,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-48A-48A-66A,CA_13A-48ACA_13A-66ACA_48A-66A,13,,,Yes,Yes,,,70,0
,,48,See CA_48A-48A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-48C-66A,CA_48A-66ACA_13A-66ACA_13A-48A,13,,,Yes,Yes,,,70,0
,,48,See CA_48C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-48C-66A-66A,CA_48A-66ACA_13A-66ACA_13A-48A,13,,,Yes,Yes,,,90,0
,,48,See CA_48C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_13A-48D-66A,CA_48A-66ACA_13A-48A,13,,,Yes,Yes,,,90,0
,,48,See CA_48D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-48D-66A-66A,CA_48A-66ACA_13A-66ACA_13A-48A,13,,,Yes,Yes,,,110,0
,,48,See CA_48D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_13A-48E-66A,-,13,,,Yes,Yes,,,110,0
,,48,See CA_48E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-48A-48C-66A,-,13,,,Yes,Yes,,,90,0
,,48,See CA_48A-48C Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_13A-48A-66A-66A,CA_48A-66ACA_13A-66ACA_13A-48A,13,,,Yes,Yes,,,70,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_13A-48A-66B,-,13,,,Yes,Yes,,,50,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,See CA_66B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_13A-48A-66C,-,13,,,Yes,Yes,,,70,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,See CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_14A-30A-66A,CA_14A-30ACA_14A-66A,14,,,Yes,Yes,,,40,0
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_14A-30A-66A-66A,CA_14A-30ACA_14A-66A,14,,,Yes,Yes,,,60,0
,,30,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_19A-21A-42A,CA_19A-21A CA_19A-42A6 CA_21A-42A,19,,,Yes,Yes,Yes,,50,0
,,21,,,Yes,Yes,Yes,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_19A-21A-42C,CA_19A-21A CA_19A-42A6 CA_21A-42A,19,,,Yes,Yes,Yes,,70,0
,,21,,,Yes,Yes,Yes,,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_19A-28A-42A,-,19,,,Yes,Yes,Yes,,55,0
,,28,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_19A-28A-42C,-,19,,,Yes,Yes,Yes,,75,0
,,28,,,Yes,Yes,Yes,Yes,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_20A-28A-32A,-,20,,,Yes,Yes,Yes,Yes,60,0
,,28,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,20,,,,Yes,Yes,Yes,,
CA_20A-28A-38A12,-,28,,,Yes,Yes,Yes,Yes,60,0
,,38,,,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
CA_20A-28A-40A,-,20,,,Yes,Yes,Yes,Yes,60,0
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_20A-32A-38A,-,32,,,Yes,Yes,Yes,Yes,60,0
,,38,,,Yes,Yes,Yes,Yes,,
CA_20A-32A-42A,-,20,,,Yes,,,,45,0
,,32,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_20A-32A-43A,-,20,,,Yes,,,,45,0
,,32,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_20A-38A-40A,,20,,,Yes,Yes,Yes,,55,0
,,38,,,,Yes,Yes,Yes,,
,,40,,,,Yes,Yes,Yes,,
CA_20A-38A-40A-40A,-,20,,,Yes,Yes,Yes,,75,0
,,38,,,,Yes,Yes,Yes,,
,,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
CA_20A-38A-40C,-,20,,,Yes,Yes,Yes,,75,0
,,38,,,,Yes,Yes,Yes,,
,,40,See CA_40C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
CA_20A-38A-40D,-,20,,,Yes,Yes,Yes,,95,0
,,38,,,,Yes,Yes,Yes,,
,,40,See CA_40D Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
CA_21A-28A-42A,CA_21A-28A CA_21A-42A CA_28A-42A,21,,,Yes,Yes,Yes,,45,0
,,28,,,Yes,Yes,,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_21A-28A-42C,CA_21A-28A CA_21A-42A CA_28A-42A,21,,,Yes,Yes,Yes,,65,0
,,28,,,Yes,Yes,,,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_25A-26A-41A,-,25,,Yes,Yes,Yes,Yes,Yes,55,0
,,26,Yes,Yes,Yes,Yes,Yes,,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_25A-25A-26A-41A,-,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,65,0
,,26,,Yes,Yes,,,,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_25A-25A-26A-41C,-,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,85,0
,,26,,Yes,Yes,,,,,
,,41,See CA_41C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
CA_25A-26A-41C,-,25,,Yes,Yes,Yes,Yes,Yes,75,0
,,26,Yes,Yes,Yes,Yes,Yes,,,
,,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_25A-26A-41D,-,25,,Yes,Yes,Yes,Yes,Yes,95,0
,,26,Yes,Yes,Yes,Yes,Yes,,,
,,41,See CA_41D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_25A-26A-41E,-,25,,Yes,Yes,Yes,Yes,Yes,115,0
,,26,Yes,Yes,Yes,Yes,Yes,,,
,,41,See CA_41E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_25A-26A-41F,-,25,,Yes,Yes,Yes,Yes,Yes,135,0
,,26,Yes,Yes,Yes,Yes,Yes,,,
,,41,See CA_41F Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_25A-25A-26A-41D,-,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,105,0
,,26,,Yes,Yes,,,,,
,,41,See CA_41D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_25A-25A-26A-41E,-,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,125,0
,,26,,Yes,Yes,,,,,
,,41,See CA_41E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_25A-25A-26A-41F,-,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,145,0
,,26,,Yes,Yes,,,,,
,,41,See CA_41F Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_28A-32A-38A,-,28,,,Yes,Yes,,,50,0
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_28A-41A-42A,CA_41A-42A,28,,,Yes,Yes,,,50,0
,,41,,,,Yes,Yes,Yes,,
,,42,,,,Yes,Yes,Yes,,
CA_28A-41A-42A-42A,-,28,,,Yes,Yes,,,70,0
,,41,,,,Yes,Yes,Yes,,
,,42,See CA_42A-42A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
CA_28A-41A-42C,CA_41A-42A CA_42C,28,,,Yes,Yes,,,70,0
,,41,,,,Yes,Yes,Yes,,
,,42,See CA_42C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
CA_28A-41A-42A-42C,CA_42C,28,,,Yes,Yes,,,90,0
,,41,,,,Yes,Yes,Yes,,
,,42,See CA_42A-42C Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
CA_28A-41A-42C-42C,CA_42C,28,,,Yes,Yes,,,110,0
,,41,,,,Yes,Yes,Yes,,
,,42,See CA_42C-42C Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
CA_28A-41C-42A,CA_41A-42A,28,,,Yes,Yes,,,70,0
,,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,42,,,,Yes,Yes,Yes,,
CA_28A-41C-42C,CA_42C,28,,,Yes,Yes,,,90,0
,,41,See CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,42,See CA_42C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_29A-30A-66A,-,29,,,Yes,Yes,,,40,0
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_29A-30A-66A-66A,-,29,,,Yes,Yes,,,60,0
,,30,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_29A-46A-66A,-,29,,,Yes,Yes,,,50,0
,,46,,,,,,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_29A-66A-70A,-,29,,,Yes,Yes,,,45,0
,,66,,,Yes,Yes,Yes,Yes,,
,,70,,,Yes,Yes,Yes,,,
CA_29A-66A-66A-70A,-,29,,,Yes,Yes,,,65,0
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
,,70,,,Yes,Yes,Yes,,,
CA_29A-66A-70C,-,29,,,Yes,Yes,,,55,0
,,66,,,Yes,Yes,Yes,Yes,,
,,70,See CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_29A-66A-66A-70C,-,29,,,Yes,Yes,,,75,0
,,66,See the CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
,,70,See the CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_29A-66C-70A,-,29,,,Yes,Yes,,,65,0
,,66,See CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,70,,,Yes,Yes,Yes,,,
CA_29A-66C-70C,-,29,,,Yes,Yes,,,75,0
,,66,See the CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,70,See the CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_32A-42A-43A,-,32,,,Yes,Yes,Yes,Yes,60,0
,,42,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_46A-48A-66A,CA_48A-66A,46,,,,,,Yes,60,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46A-48A-71A,-,46,,,,,,Yes,60,0
,,48,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_46C-48A-48A-71A,-,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,100,0
,,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_46A-48C-66A,CA_48A-66A,46,,,,,,Yes,80,0
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46A-48D-66A,-,46,,,,,,Yes,100,0
,,48,See the CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46A-48E-66A,-,46,,,,,,Yes,120,0
,,48,See the CA_48E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46C-48A-66A,CA_48A-66A,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46C-48C-66A,CA_48A-66A,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,100,0
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46C-48D-66A,-,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,120,0
,,48,See the CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46C-48E-66A,-,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,140,0
,,48,See the CA_48E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46D-48A-66A,CA_48A-66A,46,See the CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,100,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46D-48C-66A,CA_48A-66A,46,See the CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,120,0
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46E-48A-66A,-,46,See the CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,120,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46E-48C-66A,-,46,See the CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,140,0
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_46A-48A-48A-71A,-,46,,,,,,Yes,80,0
,,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_46A-48C-71A,-,46,,,,,,Yes,80,0
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_46C-48A-71A,-,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,0
,,48,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_46C-48C-71A,-,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,100,0
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_66A-70A-71A,-,66,,,Yes,Yes,Yes,Yes,55,0
,,70,,,Yes,Yes,Yes,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_66C-70A-71A,-,66,See the CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,75,0
,,70,,,Yes,Yes,Yes,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_66A-70C-71A,-,66,,,Yes,Yes,Yes,Yes,65,0
,,70,See the CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_66A-66A-70A-71A,-,66,See the CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,75,0
,,70,,,Yes,Yes,Yes,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_66A-66A-70C-71A,-,66,See the CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,85,0
,,70,See the CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_66C-70C-71A,-,66,See the CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,85,0
,,70,See the CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,71,,,,Yes,Yes,Yes,,
"NOTE 1:The CA Configuration refers to a combination of an operating band and a CA bandwidth class specified in Table 5.6A-1 (the indexing letter). Absence of a CA bandwidth class for an operating band implies support of all classes.NOTE 2:For each band combination, all combinations of indicated bandwidths belong to the set.NOTE 3:For the supported CC bandwidth combinations, the CC downlink and uplink bandwidths are equal.NOTE 4:A terminal which supports a DL CA configuration shall support all the lower order fallback DL CA combinations and it shall support at least one bandwidth combination set for each of the constituent lower order DL combinations containing all the bandwidths specified within each specific combination set of the upper order DL combination.NOTE 5: Uplink CA configurations are the configurations supported by the present release of specifications.NOTE 6: If the UE supports any uplink CA configuration for corresponding downlink CA configuration it shall support this uplink CA configuration.NOTE 7:UL carrier shall be supported in Band 3 only. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 8:UL carrier shall be supported in Band 20 only. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 9:UL carrier is only supported on Band 1 or Band 3 not Band 41 because the fall back mode 1UL/2DL CA_1A-41A has the limitation that UL carrier is only supported on Band 1.NOTE 10:UL carrier is only supported on Band 1 or Band 42 not Band 41 because the fall back mode 1UL/2DL CA_1A-41A has the limitation that UL carrier is only supported on Band 1.NOTE 11:UL carrier is only supported on Band 1 or Band 5 not Band 41 because the fall back mode 1UL/2DL CA_1A-41A has the limitation that UL carrier is only supported on Band 1.NOTE 12:Power imbalance between downlink carriers on Band 20 and Band 28 is assumed to be within 6dB.NOTE 13:UL carrier shall be supported in Band 8 only. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 14:UL carrier shall be supported in Band 28 only. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 15:Power imbalance between downlink carriers on Band 20 and Band 28 is assumed to be within 6dB.NOTE 16:UL carrier shall be supported in Band 1 only. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 17:UL carrier shall be supported in Band 2 only. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.",,,,,,,,,,
