E-UTRA CA configuration / Bandwidth combination set,,,,,,,,,,,,,,,,
E-UTRA CA Configuration,Uplink CA configurations (NOTE 4),E-UTRA Bands,1.4MHz,3MHz,,5MHz,,10MHz,,15MHz,,,,20MHz,Maximum aggregated bandwidth[MHz],Bandwidth combination set
CA_46A-53A,-,46,,,,,,,,,,,,Yes,30,0
,,53,,,,Yes,,Yes,,,,,,,,
CA_46C-53A,-,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,50,0
,,53,,,,Yes,,Yes,,,,,,,,
CA_46D-53A,-,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,70,0
,,53,,,,Yes,,Yes,,,,,,,,
CA_46E-53A,-,46,See CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,90,0
,,53,,,,Yes,,Yes,,,,,,,,
CA_46A-46A-46A-66A,-,46,See CA_46A-46A-46A Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46E-66A,-,46,See CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46E-66A-66A,-,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,120,0
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_46A-70A,-,46,,,,,,,,,,,,Yes,35,0
,,70,,,,Yes,,Yes,,Yes,,,,,,
CA_46A-71A,-,46,,,,,,,,,,,,Yes,40,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46C-71A,-,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46D-71A,-,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48A-66A,CA_48A-66A,48,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48A-48A-66A,CA_48A-66A,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,60,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48A-48C-66A,-,48,See the CA_48A-48C Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,80,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48A-48C-66B,-,48,See CA_48A-48C Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,80,0
,,66,See CA_66B Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_48A-48C-66C,-,48,See CA_48A-48C Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,100,0
,,66,See CA_66C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_48A-48D-66A,-,48,See CA_48A-48D Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,100,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48C-48C-66A,-,48,See CA_48C-48C Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,100,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48A-66A-66A,CA_48A-66A,48,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_48A-48A-66A-66A,-,48,See CA_48A-48A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,80,0
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_48A-48A-66B,-,48,See CA_48A-48A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,60,0
,,66,See CA_66B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_48A-48A-66C,-,48,See CA_48A-48A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,80,0
,,66,See CA_66C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_48A-53A,-,48,,,,Yes,,Yes,,Yes,,,,Yes,30,0
,,53,,,,Yes,,Yes,,,,,,,,
CA_48C-53A,-,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,50,0
,,53,,,,Yes,,Yes,,,,,,,,
CA_48D-53A,-,48,See CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,70,0
,,53,,,,Yes,,Yes,,,,,,,,
CA_48B-66A,-,48,See CA_48B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,40,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48C-66A-66A,-,48,See CA_48C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,80,0
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_48C-66B,-,48,See CA_48C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,60,0
,,66,See CA_66B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_48C-66C,-,48,See CA_48C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,80,0
,,66,See CA_66C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_48A-66B,-,48,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,66,See CA_66B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_48A-66C,-,48,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,66,See CA_66C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_48C-66A,CA_48A-66A,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48D-66A,CA_48A-66A,48,See the CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,80,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48D-66A-66A,CA_48A-66A,48,See the CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,100,0
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_48E-66A-66A,-,48,See the CA_48E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,120,0
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_48E-66A,CA_48A-66A,48,See CA_48E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,100,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48A-71A,-,48,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48C-71A,-,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_48A-106A,CA_48A-106A,48,,,,Yes,,Yes,,Yes,,,,Yes,23,0
,,106,Yes,Yes,,,,,,,,,,,,
CA_48C-106A,CA_48A-106A,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,43,0
,,106,Yes,Yes,,,,,,,,,,,,
CA_48A-48A-106A,CA_48A-106A,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,43,0
,,106,Yes,Yes,,,,,,,,,,,,
CA_48A-48A-71A,-,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,60,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_66A-70A,-,66,,,,Yes,,Yes,,Yes,,,,Yes,35,0
,,70,,,,Yes,,Yes,,Yes,,,,,,
CA_66A-66A-70A,-,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,55,0
,,70,,,,Yes,,Yes,,Yes,,,,,,
CA_66A-70C,-,66,,,,Yes,,Yes,,Yes,,,,Yes,45,0
,,70,See CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_66A-66A-70C,-,66,See the CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,65,0
,,70,See the CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_66C-70A,-,66,See CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,55,0
,,70,,,,Yes,,Yes,,Yes,,,,,,
CA_66C-70C,-,66,See the CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,65,0
,,70,See the CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_66A-71A,-,66,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_66C-71A,-,66,See CA_66C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_66A-66A-71A,-,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,60,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_70A-71A,-,70,,,,Yes,,Yes,,Yes,,,,,35,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_70C-71A,-,70,See the CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,45,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
"NOTE 1:The CA Configuration refers to a combination of an operating band and a CA bandwidth class specified in Table 5.6A-1 (the indexing letter). Absence of a CA bandwidth class for an operating band implies support of all classes.NOTE 2:For each band combination, all combinations of indicated bandwidths belong to the set.NOTE 3:For the supported CC bandwidth combinations, the CC downlink and uplink bandwidths are equal.NOTE 4:Uplink CA configurations are the configurations supported by the present release of specifications.NOTE 5: For TDD inter-band Carrier Aggregation, only non-simultaneous Rx/Tx uplink CA configurations can be supported by UE supporting corresponding DL CA configuration without simultaneous Rx/Tx.NOTE 6: VoidNOTE 7:Power imbalance between downlink carriers on Band 20 and Band 28 is assumed to be within 6dB.NOTE 8:For the corresponding CA configuration, UE may not support Pcell transmissions in this E-UTRA band.NOTE 9:8Rx Requirements are applicable for this band configuration if UE supports 8Rx.",,,,,,,,,,,,,,,,
