NR CA configuration,Uplink configuration,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
CA_n28A-n39A-n258B,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258B,
CA_n28A-n39A-n258C,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258C,
CA_n28A-n39A-n258D,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258D,
CA_n28A-n39A-n258E,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258E,
CA_n28A-n39A-n258F,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258F,
CA_n28A-n39A-n258G,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258G,
CA_n28A-n39A-n258H,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258H,
CA_n28A-n39A-n258I,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258I,
CA_n28A-n39A-n258J,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258J,
CA_n28A-n39A-n258K,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258K,
CA_n28A-n39A-n258L,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258L,
CA_n28A-n39A-n258M,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,CA_n258M,
CA_n28A-n40A-n258A,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n258,"50, 100, 200, 400",
CA_n28A-n40A-n258B,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20",
,,n258,CA_n258B,
CA_n28A-n40A-n258C,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20",
,,n258,CA_n258C,
CA_n28A-n40A-n258D,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20",
,,n258,CA_n258D,
CA_n28A-n40A-n258E,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20",
,,n258,CA_n258E,
CA_n28A-n40A-n258F,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n258,CA_n258F,
CA_n28A-n40A-n258G,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n258,CA_n258G,
CA_n28A-n40A-n258H,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n258,CA_n258H,
CA_n28A-n40A-n258I,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n258,CA_n258I,
CA_n28A-n40A-n258J,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n258,CA_n258J,
CA_n28A-n40A-n258K,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n258,CA_n258K,
CA_n28A-n40A-n258L,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n258,CA_n258L,
CA_n28A-n40A-n258M,CA_n28A-n40ACA_n28A-n258ACA_n40A-n258A,n28,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n258,CA_n258M,
CA_n28A-n41A-n257A,CA_n28A-n41ACA_n28A-n257ACA_n41A-n257A,n28,"5, 10",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,"50, 100, 200, 400",
CA_n28A-n41A-n257G,CA_n28A-n41ACA_n28A-n257A/GCA_n41A-n257A/G,n28,"5, 10",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257G,
CA_n28A-n41A-n257H,CA_n28A-n41ACA_n28A-n257A/G/HCA_n41A-n257A/G/H,n28,"5, 10",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257H,
CA_n28A-n41A-n257I,CA_n28A-n41ACA_n28A-n257A/G/H/ICA_n41A-n257A/G/H/I,n28,"5, 10",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257I,
CA_n28A-n41A-n258A,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,"50, 100, 200, 400",
CA_n28A-n41A-n258B,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258B,
CA_n28A-n41A-n258C,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258C,
CA_n28A-n41A-n258D,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258D,
CA_n28A-n41A-n258E,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258E,
CA_n28A-n41A-n258F,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258F,
CA_n28A-n41A-n258G,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258G,
CA_n28A-n41A-n258H,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258H,
CA_n28A-n41A-n258I,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258I,
CA_n28A-n41A-n258J,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258J,
CA_n28A-n41A-n258K,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258K,
CA_n28A-n41A-n258L,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258L,
CA_n28A-n41A-n258M,CA_n28A-n41ACA_n28A-n258ACA_n41A-n258A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258M,
CA_n28A-n77A-n257A,CA_n28A-n77ACA_n28A-n257ACA_n77A-n257A,n28,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,"50, 100, 200, 400",
CA_n28A-n77A-n257D,CA_n28A-n77ACA_n28A-n257A/DCA_n77A-n257A/D,n28,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257D,
CA_n28A-n77A-n257G,CA_n28A-n77ACA_n28A-n257A/GCA_n77A-n257A/G,n28,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257G,
CA_n28A-n77A-n257H,CA_n28A-n77ACA_n28A-n257A/G/HCA_n77A-n257A/G/H,n28,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257H,
CA_n28A-n77A-n257I,CA_n28A-n77ACA_n28A-n257A/G/H/ICA_n77A-n257A/G/H/I,n28,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257I,
CA_n28A-n77(2A)-n257A,CA_n28A-n77ACA_n28A-n257ACA_n77A-n257A,n28,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,"50, 100, 200, 400",
CA_n28A-n77(2A)-n257D,CA_n28A-n77ACA_n28A-n257A/DCA_n77A-n257A/D,n28,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257D,
CA_n28A-n77(2A)-n257G,CA_n28A-n77ACA_n28A-n257A/GCA_n77A-n257A/G,n28,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257G,
CA_n28A-n77(2A)-n257H,CA_n28A-n77ACA_n28A-n257A/G/HCA_n77A-n257A/G/H,n28,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257H,
CA_n28A-n77(2A)-n257I,CA_n28A-n77ACA_n28A-n257A/G/H/ICA_n77A-n257A/G/H/I,n28,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257I,
CA_n28A-n77(3A)-n257A,CA_n28A-n77ACA_n28A-n257ACA_n77A-n257A,n28,"5, 10, 15, 20",0
,,n77,CA_n77(3A),
,,n257,"50, 100, 200, 400",
CA_n28A-n77(3A)-n257D,CA_n28A-n77ACA_n28A-n257A/DCA_n77A-n257A/D,n28,"5, 10, 15, 20",0
,,n77,CA_n77(3A),
,,n257,CA_n257D,
CA_n28A-n77(3A)-n257G,CA_n28A-n77ACA_n28A-n257A/GCA_n77A-n257A/G,n28,"5, 10, 15, 20",0
,,n77,CA_n77(3A),
,,n257,CA_n257G,
CA_n28A-n77(3A)-n257H,CA_n28A-n77ACA_n28A-n257A/G/HCA_n77A-n257A/G/H,n28,"5, 10, 15, 20",0
,,n77,CA_n77(3A),
,,n257,CA_n257H,
CA_n28A-n77(3A)-n257I,CA_n28A-n77ACA_n28A-n257A/G/H/ICA_n77A-n257A/G/H/I,n28,"5, 10, 15, 20",0
,,n77,CA_n77(3A),
,,n257,CA_n257I,
CA_n28A-n78A-n257A,CA_n28A-n78ACA_n28A-n257ACA_n78A-n257A,n28,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,"50, 100, 200, 400",
CA_n28A-n78A-n257D,CA_n28A-n78ACA_n28A-n257A/DCA_n78A-n257A/D,n28,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257D,
CA_n28A-n78A-n257G,CA_n28A-n78ACA_n28A-n257A/GCA_n78A-n257A/G,n28,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257G,
CA_n28A-n78A-n257H,CA_n28A-n78ACA_n28A-n257A/G/HCA_n78A-n257A/G/H,n28,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257H,
CA_n28A-n78A-n257I,CA_n28A-n78ACA_n28A-n257A/G/H/ICA_n78A-n257A/G/H/I,n28,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257I,
CA_n28A-n78A-n258A,CA_n28A-n258ACA_n78A-n258ACA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,"50, 100, 200, 400",
CA_n28A-n78A-n258B,CA_n28A-n258ACA_n78A-n258ACA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258B,
CA_n28A-n78A-n258C,CA_n28A-n258ACA_n78A-n258ACA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258C,
CA_n28A-n78A-n258D,CA_n28A-n258ACA_n78A-n258ACA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258D,
CA_n28A-n78A-n258E,CA_n28A-n258ACA_n78A-n258ACA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258E,
CA_n28A-n78A-n258F,CA_n28A-n258ACA_n78A-n258ACA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258F,
CA_n28A-n78A-n258G,CA_n28A-n258A/GCA_n78A-n258A/GCA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258G,
CA_n28A-n78A-n258H,CA_n28A-n258A/G/HCA_n78A-n258A/G/HCA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258H,
CA_n28A-n78A-n258I,CA_n28A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258I,
CA_n28A-n78A-n258J,CA_n28A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258J,
CA_n28A-n78A-n258K,CA_n28A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258K,
CA_n28A-n78A-n258L,CA_n28A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258L,
CA_n28A-n78A-n258M,CA_n28A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n28A-n78A,n28,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258M,
CA_n28A-n79A-n257A,CA_n28A-n79ACA_n28A-n257ACA_n79A-n257A,n28,"5, 10, 15, 20, 30",0
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
CA_n28A-n79A-n257G,CA_n257GCA_n28A-n79ACA_n28A-n257A/GCA_n79A-n257A/G,n28,"5, 10, 15, 20, 30",0
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257G,
CA_n28A-n79A-n257H,CA_n257G/HCA_n28A-n79ACA_n28A-n257A/G/HCA_n79A-n257A/G/H,n28,"5, 10, 15, 20, 30",0
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257H,
CA_n28A-n79A-n257I,CA_n257G/H/ICA_n28A-n79ACA_n28A-n257A/G/H/ICA_n79A-n257A/G/H/I,n28,"5, 10, 15, 20, 30",0
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257I,
CA_n30A-n66A-n260A,CA_n30A-n66ACA_n30A-n260ACA_n66A-n260A,n30,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,"50, 100, 200, 400",
CA_n30A-n66A-n260G,CA_n30A-n66ACA_n30A-n260A/GCA_n66A-n260A/G,n30,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260G,
CA_n30A-n66A-n260H,CA_n30A-n66ACA_n30A-n260A/G/HCA_n66A-n260A/G/H,n30,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260H,
CA_n30A-n66A-n260I,CA_n30A-n66ACA_n30A-n260A/G/H/ICA_n66A-n260A/G/H/I,n30,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260I,
CA_n30A-n66A-n260J,CA_n30A-n66ACA_n30A-n260A/G/H/I/JCA_n66A-n260A/G/H/I/J,n30,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260J,
CA_n30A-n66A-n260K,CA_n30A-n66ACA_n30A-n260A/G/H/I/J/KCA_n66A-n260A/G/H/I/J/K,n30,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260K,
CA_n30A-n66A-n260L,CA_n30A-n66ACA_n30A-n260A/G/H/I/J/K/LCA_n66A-n260A/G/H/I/J/K/L,n30,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260L,
CA_n30A-n66A-n260M,CA_n30A-n66ACA_n30A-n260A/G/H/I/J/K/L/MCA_n66A-n260A/G/H/I/J/K/L/M,n30,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260M,
CA_n30A-n77A-n260A,CA_n30A-n77ACA_n30A-n260ACA_n77A-n260A,n30,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,"50, 100, 200, 400",
CA_n30A-n77A-n260G,CA_n30A-n77ACA_n30A-n260A/GCA_n77A-n260A/G,n30,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260G,
CA_n30A-n77A-n260H,CA_n30A-n77ACA_n30A-n260A/G/HCA_n77A-n260A/G/H,n30,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260H,
CA_n30A-n77A-n260I,CA_n30A-n77ACA_n30A-n260A/G/H/ICA_n77A-n260A/G/H/I,n30,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260I,
CA_n30A-n77A-n260J,CA_n30A-n77ACA_n30A-n260A/G/H/I/JCA_n77A-n260A/G/H/I/J,n30,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260J,
CA_n30A-n77A-n260K,CA_n30A-n77ACA_n30A-n260A/G/H/I/J/KCA_n77A-n260A/G/H/I/J/K,n30,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260K,
CA_n30A-n77A-n260L,CA_n30A-n77ACA_n30A-n260A/G/H/I/J/K/LCA_n77A-n260A/G/H/I/J/K/L,n30,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260L,
CA_n30A-n77A-n260M,CA_n30A-n77ACA_n30A-n260A/G/H/I/J/K/L/MCA_n77A-n260A/G/H/I/J/K/L/M,n30,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260M,
CA_n39A-n40A-n258A,CA_n39A-n40ACA_n39A-n258ACA_n40A-n258A,n39,"5, 10, 15, 20, 25, 30, 40",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80, 100",
,,n258,"50, 100, 200, 400",
CA_n39A-n41A-n258A,CA_n39A-n41ACA_n39A-n258ACA_n41A-n258A,n39,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n258,"50, 100, 200, 400",
