NR CA configuration,Uplink configuration,,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
CA_n78A-n79A-n259K,CA_n259G/H/I/J/KCA_n78A-n79ACA_n78A-n259A/G/H/I/J/KCA_n79A-n259A/G/H/I/J/K,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259K,
CA_n78A-n79A-n259L,CA_n259G/H/I/J/K/LCA_n78A-n79ACA_n78A-n259A/G/H/I/J/K/LCA_n79A-n259A/G/H/I/J/K/L,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259L,
CA_n78A-n79A-n259M,CA_n259G/H/I/J/K/L/MCA_n78A-n79ACA_n78A-n259A/G/H/I/J/K/L/MCA_n79A-n259A/G/H/I/J/K/L/M,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259M,
CA_n78A-n105A-n257A,CA_n78A-n105ACA_n78A-n257ACA_n105A-n257A,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n105,,"5, 10, 15, 20, 25, 30, 35",
,,n257,,"50, 100, 200, 400",
CA_n78A-n105A-n258A,CA_n78A-n105ACA_n78A-n258ACA_n105A-n258A,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n105,,"5, 10, 15, 20, 25, 30, 35",
,,n258,,"50, 100, 200, 400",
CA_n78A-n257A-n259A,CA_n78A-n257ACA_n78A-n259A,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,"50, 100, 200, 400",
CA_n78A-n257A-n259G,CA_n259GCA_n78A-n257ACA_n78A-n259A/G,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259G,
CA_n78A-n257A-n259H,CA_n259G/HCA_n78A-n257ACA_n78A-n259A/G/H,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259H,
CA_n78A-n257A-n259I,CA_n259G/H/ICA_n78A-n257ACA_n78A-n259A/G/H/I,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259I,
CA_n78A-n257A-n259J,CA_n259G/H/I/JCA_n78A-n257ACA_n78A-n259A/G/H/I/J,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259J,
CA_n78A-n257A-n259K,CA_n259G/H/I/J/KCA_n78A-n257ACA_n78A-n259A/G/H/I/J/K,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259K,
CA_n78A-n257A-n259L,CA_n259G/H/I/J/K/L CA_n78A-n257ACA_n78A-n259A/G/H/I/J/K/L,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259L,
CA_n78A-n257A-n259M,CA_n259G/H/I/J/K/L/M CA_n78A-n257ACA_n78A-n259A/G/H/I/J/K/L/M,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259M,
CA_n78A-n257G-n259A,CA_n257GCA_n78A-n257A/GCA_n78A-n259A,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,"50, 100, 200, 400",
CA_n78A-n257G-n259G,CA_n257GCA_n259GCA_n78A-n257A/GCA_n78A-n259A/G,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259G,
CA_n78A-n257G-n259H,CA_n257GCA_n259G/HCA_n78A-n257A/GCA_n78A-n259A/G/H,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259H,
CA_n78A-n257G-n259I,CA_n257GCA_n259G/H/ICA_n78A-n257A/GCA_n78A-n259A/G/H/I,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259I,
CA_n78A-n257G-n259J,CA_n257GCA_n259G/H/I/JCA_n78A-n257A/GCA_n78A-n259A/G/H/I/J,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259J,
CA_n78A-n257G-n259K,CA_n257GCA_n259G/H/I/J/KCA_n78A-n257A/GCA_n78A-n259A/G/H/I/J/K,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259K,
CA_n78A-n257G-n259L,CA_n257GCA_n259G/H/I/J/K/LCA_n78A-n257A/GCA_n78A-n259A/G/H/I/J/K/L,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259L,
CA_n78A-n257G-n259M,CA_n257GCA_n259G/H/I/J/K/L/MCA_n78A-n257A/GCA_n78A-n259A/G/H/I/J/K/L/M,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259M,
CA_n78A-n257H-n259A,CA_n257G/H CA_n78A-n257A/G/HCA_n78A-n259A,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,"50, 100, 200, 400",
CA_n78A-n257H-n259G,CA_n257G/HCA_n259GCA_n78A-n257A/G/HCA_n78A-n259A/G,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259G,
CA_n78A-n257H-n259H,CA_n257G/HCA_n259G/H CA_n78A-n257A/G/HCA_n78A-n259A/G/H,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259H,
CA_n78A-n257H-n259I,CA_n257G/HCA_n259G/H/I CA_n78A-n257A/G/HCA_n78A-n259A/G/H/I,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259I,
CA_n78A-n257H-n259J,CA_n257G/HCA_n259G/H/I/J CA_n78A-n257A/G/HCA_n78A-n259A/G/H/I/J,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259J,
CA_n78A-n257H-n259K,CA_n257G/HCA_n259G/H/I/J/K CA_n78A-n257A/G/HCA_n78A-n259A/G/H/I/J/K,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259K,
CA_n78A-n257H-n259L,CA_n257G/HCA_n259G/H/I/J/K/L CA_n78A-n257A/G/HCA_n78A-n259A/G/H/I/J/K/L,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259L,
CA_n78A-n257H-n259M,CA_n257G/HCA_n259G/H/I/J/K/L/M CA_n78A-n257A/G/HCA_n78A-n259A/G/H/I/J/K/L/M,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259M,
CA_n78A-n257I-n259A,CA_n257G/H/I CA_n78A-n257A/G/H/ICA_n78A-n259A,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,"50, 100, 200, 400",
CA_n78A-n257I-n259G,CA_n257G/H/ICA_n259GCA_n78A-n257A/G/H/ICA_n78A-n259A/G,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259G,
CA_n78A-n257I-n259H,CA_n257G/H/ICA_n259G/H CA_n78A-n257A/G/H/ICA_n78A-n259A/G/H,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259H,
CA_n78A-n257I-n259I,CA_n257G/H/ICA_n259G/H/ICA_n78A-n257A/G/H/ICA_n78A-n259A/G/H/I,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259I,
CA_n78A-n257I-n259J,CA_n257G/H/ICA_n259G/H/I/JCA_n78A-n257A/G/H/ICA_n78A-n259A/G/H/I/J,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259J,
CA_n78A-n257I-n259K,CA_n257G/H/ICA_n259G/H/I/J/KCA_n78A-n257A/G/H/ICA_n78A-n259A/G/H/I/J/K,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259K,
CA_n78A-n257I-n259L,CA_n257G/H/ICA_n259G/H/I/J/K/LCA_n78A-n257A/G/H/ICA_n78A-n259A/G/H/I/J/K/L,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259L,
CA_n78A-n257I-n259M,CA_n257G/H/ICA_n259G/H/I/J/K/L/MCA_n78A-n257A/G/H/ICA_n78A-n259A/G/H/I/J/K/L/M,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259M,
CA_n79A-n257A-n259A,CA_n79A-n257ACA_n79A-n259A,n79,,"40, 50, 60, 80, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,"50, 100, 200, 400",
CA_n79A-n257A-n259G,CA_n259GCA_n79A-n257ACA_n79A-n259A/G,n79,,"40, 50, 60, 80, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259G,
CA_n79A-n257A-n259H,CA_n259G/H CA_n79A-n257ACA_n79A-n259A/G/H,n79,,"40, 50, 60, 80, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259H,
CA_n79A-n257A-n259I,CA_n259G/H/ICA_n79A-n257ACA_n79A-n259A/G/H/I,n79,,"40, 50, 60, 80, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259I,
CA_n79A-n257A-n259J,CA_n259G/H/I/JCA_n79A-n257ACA_n79A-n259A/G/H/I/J,n79,,"40, 50, 60, 80, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259J,
CA_n79A-n257A-n259K,CA_n259G/H/I/J/KCA_n79A-n257ACA_n79A-n259A/G/H/I/J/K,n79,,"40, 50, 60, 80, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259K,
CA_n79A-n257A-n259L,CA_n259G/H/I/J/K/LCA_n79A-n257ACA_n79A-n259A/G/H/I/J/K/L,n79,,"40, 50, 60, 80, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259L,
CA_n79A-n257A-n259M,CA_n259G/H/I/J/K/L/MCA_n79A-n257ACA_n79A-n259A/G/H/I/J/K/L/M,n79,,"40, 50, 60, 80, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259M,
CA_n79A-n257G-n259A,CA_n257GCA_n79A-n257A/GCA_n79A-n259A,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257G,
,,n259,,"50, 100, 200, 400",
CA_n79A-n257G-n259G,CA_n257GCA_n259GCA_n79A-n257A/GCA_n79A-n259A/G,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259G,
CA_n79A-n257G-n259H,CA_n257GCA_n259G/H CA_n79A-n257A/GCA_n79A-n259A/G/H,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259H,
CA_n79A-n257G-n259I,CA_n257GCA_n259G/H/I CA_n79A-n257A/GCA_n79A-n259A/G/H/I,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259I,
CA_n79A-n257G-n259J,CA_n257GCA_n259G/H/I/JCA_n79A-n257A/GCA_n79A-n259A/G/H/I/J,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259J,
CA_n79A-n257G-n259K,CA_n257GCA_n259G/H/I/J/KCA_n79A-n257A/GCA_n79A-n259A/G/H/I/J/K,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259K,
CA_n79A-n257G-n259L,CA_n257GCA_n259G/H/I/J/K/LCA_n79A-n257A/GCA_n79A-n259A/G/H/I/J/K/L,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259L,
CA_n79A-n257G-n259M,CA_n257GCA_n259G/H/I/J/K/L/M CA_n79A-n257A/GCA_n79A-n259A/G/H/I/J/K/L/M,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259M,
CA_n79A-n257H-n259A,CA_n257G/H CA_n79A-n257A/G/HCA_n79A-n259A,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257H,
,,n259,,"50, 100, 200, 400",
CA_n79A-n257H-n259G,CA_n257G/HCA_n259GCA_n79A-n257A/G/HCA_n79A-n259A/G,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259G,
CA_n79A-n257H-n259H,CA_n257G/HCA_n259G/HCA_n79A-n257A/G/HCA_n79A-n259A/G/H,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259H,
CA_n79A-n257H-n259I,CA_n257G/HCA_n259G/H/ICA_n79A-n257A/G/HCA_n79A-n259A/G/H/I,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259I,
CA_n79A-n257H-n259J,CA_n257G/HCA_n259G/H/I/JCA_n79A-n257A/G/HCA_n79A-n259A/G/H/I/J,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259J,
CA_n79A-n257H-n259K,CA_n257G/HCA_n259G/H/I/J/KCA_n79A-n257A/G/HCA_n79A-n259A/G/H/I/J/K,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259K,
CA_n79A-n257H-n259L,CA_n257G/HCA_n259G/H/I/J/K/LCA_n79A-n257A/G/HCA_n79A-n259A/G/H/I/J/K/L,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259L,
CA_n79A-n257H-n259M,CA_n257G/HCA_n259G/H/I/J/K/L/MCA_n79A-n257A/G/HCA_n79A-n259A/G/H/I/J/K/L/M,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259M,
CA_n79A-n257I-n259A,CA_n257G/H/ICA_n79A-n257A/G/H/ICA_n79A-n259A,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257I,
,,n259,,"50, 100, 200, 400",
CA_n79A-n257I-n259G,CA_n257G/H/ICA_n259GCA_n79A-n257A/G/H/ICA_n79A-n259A/G,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259G,
CA_n79A-n257I-n259H,CA_n257G/H/ICA_n259G/HCA_n79A-n257A/G/H/ICA_n79A-n259A/G/H,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259H,
CA_n79A-n257I-n259I,CA_n257G/H/ICA_n259G/H/ICA_n79A-n257A/G/H/ICA_n79A-n259A/G/H/I,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259I,
CA_n79A-n257I-n259J,CA_n257G/H/ICA_n259G/H/I/JCA_n79A-n257A/G/H/ICA_n79A-n259A/G/H/I/J,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259J,
CA_n79A-n257I-n259K,CA_n257G/H/ICA_n259G/H/I/J/KCA_n79A-n257A/G/H/ICA_n79A-n259A/G/H/I/J/K,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259K,
CA_n79A-n257I-n259L,CA_n257G/H/ICA_n259G/H/I/J/K/LCA_n79A-n257A/G/H/ICA_n79A-n259A/G/H/I/J/K/L,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259L,
CA_n79A-n257I-n259M,CA_n257G/H/ICA_n259G/H/I/J/K/L/MCA_n79A-n257A/G/H/ICA_n79A-n259A/G/H/I/J/K/L/M,n79,,"40, 50, 60, 80, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259M,
