EN-DCconfiguration,Uplink EN-DC configuration(note 1)
DC_7A-28A_n5A-n78ADC_7C-28A_n5A-n78A,DC_7A_n5ADC_7C_n5ADC_7A_n78ADC_7C_n78ADC_28A_n5ADC_28A_n78A
DC_7A-28A_n7A-n78A,DC_7A_n7A4DC_28A_n7ADC_7A_n78ADC_28A_n78A
DC_7A-28A-32A_n1A,DC_7A_n1ADC_28A_n1A
DC_7A-28A-32A_n3ADC_7C-28A-32A_n3A,DC_7A_n3ADC_28A_n3A
DC_7A-28A-38A_n1A,DC_28A_n1A
DC_7A-28A-38A_n78ADC_7C-28A-38A_n78A,DC_28A_n78A
DC_7A-28A_n38A-n78A15,DC_28A_n78A
DC_7A-28A_n40A-n78A,DC_7A_n40ADC_7A_n78ADC_28A_n40ADC_28A_n78A
DC_7A-66A_n38A-n78ADC_7C-66A_n38A-n78A,DC_66A_n78A
DC_7A-7A-66A_n38A-n78A,DC_66A_n38ADC_66A_n78A
DC_7A-7A-(n)66AA-n78A,DC_7A_n66ADC_7A_n78ADC_66A_n78ADC_(n)66AA2
DC_7A-28A-66A_n7A,DC_7A_n7A4DC_28A_n7ADC_66A_n7A
DC_7A-28A-66A_n66ADC_7C-28A-66A_n66A,DC_7A_n66ADC_28A_n66ADC_66A_n66A4
DC_7A-29A-66A_n78ADC_7C-29A-66A_n78A,DC_7A_n78ADC_66A_n78A
DC_7A-7A-29A-66A_n78A,DC_7A_n78ADC_66A_n78A
DC_7A-32A_n1A-n28A,DC_7A_n1ADC_7A_n28A
DC_7A-32A_n1A-n78A,DC_7A_n1ADC_7A_n78A
DC_7A-32A_n28A-n78A,DC_7A_n28ADC_7A_n78A
DC_7A-40A_n1A-n78ADC_7A-40C_n1A-n78A,DC_7A_n1ADC_7A_n78ADC_40A_n1ADC_40A_n78A
DC_7A_n40A-n78A-n105A,DC_7A_n40ADC_7A_n78ADC_7A_n105A
DC_7A-66A_n2A-n66A,DC_7A_n2ADC_7A_n66ADC_66A_n2ADC_66A_n66A4
DC_7A-66A_n2A-n71A,DC_7A_n2ADC_7A_n71ADC_66A_n2ADC_66A_n71A
DC_7A-66A_n2A-n77A,DC_7A_n2ADC_7A_n77ADC_66A_n2ADC_66A_n77A
DC_7A-66A_n2A-n78A,DC_7A_n2ADC_66A_n2ADC_7A_n78ADC_66A_n78A
DC_7A-66A_n12A-n77A,DC_7A_n12ADC_7A_n77ADC_66A_n12ADC_66A_n77A
DC_7A-66A_n12A-n78A,DC_7A_n12ADC_7A_n78ADC_66A_n12ADC_66A_n78A
DC_7A-66A_n25A-n66ADC_7C-66A_n25A-n66A,DC_7A_n25ADC_7A_n66ADC_66A_n25A
DC_7A-7A-66A_n25A-n66A,DC_7A_n25ADC_7A_n66ADC_66A_n25A
DC_7A-66A_n66A-n71A,DC_7A_n66ADC_7A_n71ADC_66A_n66A4DC_66A_n71A
DC_7A-66A_n66A-n77ADC_7C-66A_n66A-n77A,DC_7A_n66ADC_7A_n77ADC_66A_n77A
DC_7A-7A-66A_n66A-n77A,DC_7A_n66ADC_7A_n77ADC_66A_n77A
DC_7A-66A_n66A-n78ADC_7C-66A_n66A-n78A,DC_7A_n66ADC_7A_n78ADC_66A_n66A4DC_66A_n78A
DC_7A-(n)66AA-n78ADC_7C-(n)66AA-n78A,DC_7A_n66ADC_7A_n78ADC_66A_n78ADC_(n)66AA2
DC_7A-7A-66A_n66A-n78A,DC_7A_n66ADC_7A_n78ADC_66A_n66A4DC_66A_n78A
DC_7A-66A-71A_n2A,DC_7A_n2ADC_66A_n2ADC_71A_n2A
DC_7A-66A-71A_n25A,DC_7A_n25ADC_66A_n25ADC_71A_n25A
DC_7A-66A-71A_n66A,DC_7A_n66ADC_66A_n66A4DC_71A_n66A
DC_7A-66A-71A_n77A,DC_7A_n77ADC_66A_n77ADC_71A_n77A
DC_7A-66A-71A_n77(2A),DC_7A_n77ADC_66A_n77ADC_71A_n77A
DC_7A-66A_n71A-n77A,DC_7A_n71ADC_7A_n77ADC_66A_n71ADC_66A_n77A
DC_7A-66A-71A_n78A,DC_7A_n78ADC_66A_n78ADC_71A_n78A
DC_7A-66A-71A_n78(2A),DC_7A_n78ADC_66A_n78ADC_71A_n78A
DC_7A-66A_n71A-n78A,DC_7A_n71ADC_66A_n71ADC_7A_n78ADC_66A_n78A
DC_7A-71A_n2A-n66A,DC_7A_n2ADC_7A_n66ADC_71A_n2ADC_71A_n66A
DC_7A-71A_n2A-n77A,DC_7A_n2ADC_7A_n77ADC_71A_n2ADC_71A_n77A
DC_7A-71A_n2A-n78A,DC_7A_n2ADC_71A_n2ADC_7A_n78ADC_71A_n78A
DC_7A-71A_n66A-n77A,DC_7A_n66ADC_7A_n77ADC_71A_n66ADC_71A_n77A
DC_7A-71A_n66A-n78A,DC_7A_n66ADC_71A_n66ADC_7A_n78ADC_71A_n78A
DC_8A_n1A-n3A-n77A9,DC_8A_n1ADC_8A_n3ADC_8A_n77A9
DC_8A-(n)3AA-n77ADC_8A-(n)3CA-n77A,DC_8A_n3ADC_8A_n77ADC_(n)3AA4DC_3A_n3A4DC_3A_n77ADC_3C_n77A
DC_8A-(n)3AA-n77(2A)DC_8A-(n)3CA-n77(2A),DC_8A_n3ADC_8A_n77ADC_(n)3AA4DC_3A_n3A4DC_3A_n77A
DC_8A-(n)3AA-n78ADC_8A-(n)3CA-n78A,DC_3A_n3A4DC_(n)3AA4DC_3A_n78ADC_3C_n78ADC_8A_n3ADC_8A_n78A
DC_8A-(n)3AA-n78(2A)DC_8A-(n)3CA-n78(2A),DC_3A_n3A4DC_(n)3AA4DC_3A_n78ADC_8A_n3ADC_8A_n78A
"DC_8A_n3A-n28A-n77A2,9",DC_8A_n3ADC_8A_n28ADC_8A_n77A9
"DC_8A_n3A-n28A-n77(2A)2, 9",DC_8A_n3ADC_8A_n28ADC_8A_n77A9
DC_8A_n3A-n28A-n79A9,DC_8A_n3ADC_8A_n28ADC_8A_n79A9
DC_8A_n3A-n77A-n79A9,DC_8A_n3ADC_8A_n77A9DC_8A_n79A9
DC_8A_n3A-n77(2A)-n79A,DC_8A_n3ADC_8A_n77ADC_8A_n79A
DC_8A-11A_n1A-n3ADC_8B-11A_n1A-n3A,DC_8A_n1ADC_8A_n3ADC_11A_n1ADC_11A_n3A
DC_8A-11A_n1A-n77ADC_8B-11A_n1A-n77A,DC_8A_n1ADC_8A_n77ADC_11A_n1ADC_11A_n77A
DC_8A-11A_n1A-n77(2A),DC_8A_n1ADC_8A_n77ADC_11A_n1ADC_11A_n77A
DC_8A-11A_n3A-n28A,DC_8A_n3ADC_8A_n28ADC_11A_n3ADC_11A_n28A
DC_8A-11A_n3A-n77A2DC_8B-11A_n3A-n77A2,DC_8A_n3ADC_8A_n77ADC_11A_n3ADC_11A_n77A
DC_8A-11A_n3A-n77(2A) 2,DC_8A_n3ADC_8A_n77ADC_11A_n3ADC_11A_n77A
DC_8A-11A_n3A-n79A,DC_8A_n3ADC_8A_n79ADC_11A_n3ADC_11A_n79A
"DC_8A-11A_n28A-n77A2, 9",DC_8A_n28ADC_8A_n77A9DC_11A_n28ADC_11A_n77A
DC_8A-11A_n28A-n77(2A) 2,DC_8A_n28ADC_8A_n77ADC_11A_n28ADC_11A_n77A
DC_8A-11A_n77A-n79A9,DC_8A_n77A9DC_8A_n79A9DC_11A_n77ADC_11A_n79A
DC_8A-11A_n77(2A)-n79A,DC_8A_n77ADC_8A_n79ADC_11A_n77ADC_11A_n79A
DC_8A-20A_n1A-n28A,DC_8A_n1ADC_8A_n28ADC_20A_n1ADC_20A_n28A
DC_8A-20A_n1A-n78A,DC_8A_n1ADC_8A_n78ADC_20A_n1ADC_20A_n78A
DC_8A-20A-28A_n1A,DC_8A_n1ADC_20A_n1ADC_28A_n1A
DC_8A-20A-28A_n3A,DC_8A_n3ADC_20A_n3ADC_28A_n3A
DC_8A-20A_n28A-n78A,DC_8A_n28ADC_8A_n78ADC_20A_n28ADC_20A_n78A
DC_8A-20A-28A_n78A,DC_8A_n78ADC_20A_n78ADC_28A_n78A
DC_8A-20A-32A_n1A,DC_8A_n1ADC_20A_n1A
DC_8A-20A-32A_n3A,DC_8A_n3ADC_20A_n3A
DC_8A-28A_n40A-n77ADC_8A-28C_n40A-n77A,DC_8A_n40ADC_8A_n77ADC_28A_n40ADC_28A_n77A
DC_8A-20A-38A_n1A,DC_8A_n1ADC_20A_n1ADC_38A_n1A
DC_8A-20A-38A_n78A,DC_8A_n78ADC_20A_n78ADC_38A_n78A
DC_8A-20A-40A_n1A,DC_8A_n1ADC_20A_n1ADC_40A_n1A
DC_8A-20A-40A_n28A,DC_8A_n28ADC_20A_n28ADC_40A_n28A
DC_8A-20A-40A_n78A,DC_8A_n78ADC_20A_n78ADC_40A_n78A
DC_8A-28A-38A_n1A,DC_8A_n1ADC_28A_n1ADC_38A_n1A
DC_8A-20A-38A_n28A,DC_8A_n28ADC_20A_n28ADC_38A_n28A
DC_8A-28A-40A_n1A,DC_8A_n1ADC_28A_n1ADC_40A_n1A
DC_8A-28A_n1A-n78A,DC_8A_n1ADC_8A_n78ADC_28A_n1ADC_28A_n78A
DC_8A-28A_n40A-n71A,DC_8A_n40ADC_8A_n71ADC_28A_n40ADC_28A_n71A18
DC_8A-28A_n71A-n77A,DC_8A_n71ADC_8A_n77ADC_28A_n71A4DC_28A_n77A
DC_8A_n28A-n77A-n79A9,DC_8A_n28ADC_8A_n77A9DC_8A_n79A9
DC_8A-38A_n1A-n28A,DC_8A_n1ADC_8A_n28ADC_38A_n1ADC_38A_n28A
DC_8A-38A_n1A-n78A,DC_8A_n1ADC_8A_n78ADC_38A_n1ADC_38A_n78A
DC_8A-38A_n28A-n78A,DC_8A_n28ADC_8A_n78ADC_38A_n28ADC_38A_n78A
DC_8A-38A-40A_n28A,DC_8A_n28ADC_38A_n28ADC_40A_n28A
DC_8A-32A_n1A-n78A,DC_8A_n1ADC_8A_n78A
DC_8A-32A-38A_n1A,DC_8A_n1ADC_38A_n1A
DC_8A_n39A-n40A-n41A,DC_8A_n39ADC_8A_n40ADC_8A_n41A
DC_8A_n39A-n40A-n79A,DC_8A_n39ADC_8A_n40ADC_8A_n79A
DC_8A_n39A-n41A-n79A,DC_8A_n39ADC_8A_n41ADC_8A_n79A
DC_8A_n40A-n41A-n79A,DC_8A_n40ADC_8A_n41ADC_8A_n79A
DC_8A-39A_n40A-n41ADC_8A-39A_n40A-n41C,DC_39A_n40ADC_39A_n41ADC_8A_n40ADC_8A_n41A
DC_8A-39A_n40A-n79ADC_8A-39A_n40A-n79C,DC_39A_n40ADC_39A_n79ADC_8A_n40ADC_8A_n79A
DC_8A-39A_n41A-n79ADC_8A-39A_n41C-n79ADC_8A-39A_n41A-n79CDC_8A-39A_n41C-n79C,DC_39A_n41ADC_39A_n79ADC_8A_n41ADC_8A_n79A
DC_8A-40A_n1A-n28A,DC_8A_n1ADC_8A_n28ADC_40A_n1ADC_40A_n28A
DC_8A-40A_n1A-n78ADC_8A-40C_n1A-n78A,DC_8A_n1ADC_8A_n78ADC_40A_n1ADC_40A_n78A
DC_8A-41A_n1A-n3ADC_8A-41C_n1A-n3A,DC_8A_n1ADC_8A_n3ADC_41A_n1ADC_41A_n3A
DC_8A-41A_n1A-n41A,DC_8A_n1ADC_8A_n41A DC_41A_n1ADC_41A_n41A
DC_8A-41A_n1A-n77A9DC_8A-41C_n1A-n77A9,DC_8A_n1ADC_8A_n77A9DC_41A_n1ADC_41A_n77A
DC_8A-41A_n1A-n78ADC_8A-41C_n1A-n78A,DC_8A_n1ADC_8A_n78ADC_41A_n1ADC_41A_n78A
DC_8A-41A_n3A-n77A9DC_8A-41C_n3A-n77A9,DC_8A_n3ADC_8A_n77A9DC_41A_n3ADC_41C_n3ADC_41A_n77ADC_41C_n77A
DC_8A-42A_n1A-n3ADC_8A-42C_n1A-n3A,DC_8A_n1ADC_8A_n3ADC_42A_n1ADC_42C_n1ADC_42A_n3ADC_42C_n3A
DC_8A-42A_n1A-n77ADC_8A-42C_n1A-n77A,DC_8A_n1ADC_8A_n77ADC_42A_n1ADC_42C_n1A
DC_8A-42A_n3A-n28A2DC_8A-42C_n3A-n28A2,DC_8A_n3ADC_8A_n28ADC_42A_n3ADC_42C_n3ADC_42A_n28ADC_42C_n28A
DC_8A-42A_n3A-n77ADC_8A-42C_n3A-n77A,DC_8A_n3ADC_8A_n77ADC_42A_n3ADC_42C_n3ADC_42A_n77ADC_42C_n77A
DC_8A-42A_n3A-n77(2A)DC_8A-42C_n3A-n77(2A),DC_8A_n3ADC_8A_n77ADC_42A_n3ADC_42C_n3ADC_42A_n77ADC_42C_n77A
DC_8A-42A_n28A-n77ADC_8A-42C_n28A-n77A,DC_8A_n28ADC_8A_n77ADC_42A_n28ADC_42C_n28A
DC_8A-42A_n28A-n77(2A)DC_8A-42C_n28A-n77(2A),DC_8A_n28ADC_8A_n77ADC_42A_n28ADC_42C_n28A
DC_11A_n3A-n28A-n77A2,DC_11A_n3ADC_11A_n28ADC_11A_n77A
DC_11A_n3A-n28A-n77(2A) 2,DC_11A_n3ADC_11A_n28ADC_11A_n77A
DC_11A_n3A-n77A-n79A,DC_11A_n3ADC_11A_n77ADC_11A_n79A
DC_11A_n3A-n77(2A)-n79A,DC_11A_n3ADC_11A_n77ADC_11A_n79A
DC_12A-30A-66A_n2A,DC_12A_n2ADC_30A_n2ADC_66A_n2A
DC_12A-30A-66A-66A_n2A,DC_12A_n2ADC_30A_n2ADC_66A_n2A
DC_12A-30A-66A_n66A,DC_12A_n66ADC_30A_n66ADC_66A_n66A4
DC_12A-30A-66A_n77A9,DC_12A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_12A-30A-66A-66A_n77A9,DC_12A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_12A-30A-66A_n77(2A) 9,DC_12A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_12A-48A-(n)5AA,DC_12A_n5ADC_48A_n5ADC_(n)5AA4
DC_12A-48A-66A_n5A,DC_12A_n5ADC_48A_n5ADC_66A_n5A
DC_12A-66A-(n)5AA,DC_12A_n5ADC_66A_n5ADC_(n)5AA4
DC_12A-66A_n2A-n41A,DC_12A_n2ADC_12A_n41ADC_66A_n2ADC_66A_n41A
DC_12A-66A_n2A-n66A,DC_12A_n2ADC_12A_n66ADC_66A_n2ADC_66A_n66A4
DC_12A-66A_n2A-n77A,DC_12A_n2ADC_12A_n77ADC_66A_n2ADC_66A_n77A
DC_12A-66A_n2A-n78A,DC_12A_n2ADC_66A_n2ADC_12A_n78ADC_66A_n78A
DC_12A-66A_n66A-n77A,DC_12A_n66ADC_12A_n77ADC_66A_n66A4DC_66A_n77A
DC_13A-48A-66A_n77A9DC_13A-48C-66A_n77A9DC_13A-48A-66A_n77C9DC_13A-48C-66A_n77C9,DC_13A_n77A9DC_66A_n77A9
DC_13A-66A_n2A-n77A9DC_13A-66A_n2A-n77C9,DC_13A_n2ADC_13A_n77A9DC_66A_n2ADC_66A_n77A9
DC_13A-66A-66A_n2A-n77A9,DC_13A_n2ADC_13A_n77A9DC_66A_n2ADC_66A_n77A9
DC_13A-66A_n5A-n48A,DC_13A_n48ADC_66A_n5ADC_66A_n48A
DC_13A-66A_n5A-n77A9DC_13A-66A_n5A-n77C9,DC_13A_n77A9DC_66A_n5ADC_66A_n77A9
DC_13A-66A-66A_n5A-n77A9DC_13A-66A-66A_n5A-n77C9,DC_13A_n77A9DC_66A_n5ADC_66A_n77A9
DC_13A-66A_n66A-n77A9DC_13A-66A_n66A-n77C,DC_13A_n66ADC_13A_n77A9DC_66A_n77A9
DC_14A-30A-66A_n2A,DC_14A_n2ADC_30A_n2ADC_66A_n2A
DC_14A-30A-66A-66A_n2A,DC_14A_n2ADC_30A_n2ADC_66A_n2A
DC_14A-30A-66A_n66A,DC_14A_n66ADC_30A_n66ADC_66A_n66A4
DC_14A-30A-66A_n77A9,DC_14A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_14A-30A-66A-66A_n77A9,DC_14A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_14A-30A-66A_n77(2A) 9,DC_14A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_18A-41A_n3A-n77ADC_18A-41C_n3A-n77A,DC_18A_n3ADC_18A_n77ADC_41A_n3ADC_41C_n3ADC_41A_n77ADC_41C_n77A
DC_18A-41A_n3A-n78ADC_18A-41C_n3A-n78A,DC_18A_n3ADC_18A_n78ADC_41A_n3ADC_41C_n3ADC_41A_n78ADC_41C_n78A
DC_19A_n1A-n77A-n79A,DC_19A_n1ADC_19A_n77ADC_19A_n79A
DC_19A_n1A-n78A-n79A,DC_19A_n1ADC_19A_n78ADC_19A_n79A
DC_19A-21A_n1A-n77A2,DC_19A_n1ADC_19A_n77ADC_21A_n1ADC_21A_n77A
DC_19A-21A_n1A-n78A2,DC_19A_n1ADC_19A_n78ADC_21A_n1ADC_21A_n78A
DC_19A-21A_n1A-n79A2,DC_19A_n1ADC_19A_n79ADC_21A_n1ADC_21A_n79A
DC_19A-21A-42A_n1A2DC_19A-21A-42C_n1A2,DC_19A_n1ADC_21A_n1ADC_42A_n1A
DC_19A-21A-42A_n77A9DC_19A-21A-42A_n77CDC_19A-21A-42C_n77A9DC_19A-21A-42C_n77C,DC_19A_n77A9DC_21A_n77A9
DC_19A-21A-42A_n78A9DC_19A-21A-42A_n78CDC_19A-21A-42C_n78A9DC_19A-21A-42C_n78C,DC_19A_n78A9DC_21A_n78A9
DC_19A-21A-42A_n79A9DC_19A-21A-42A_n79CDC_19A-21A-42C_n79A9DC_19A-21A-42C_n79C,DC_19A_n79A9DC_21A_n79A9
DC_19A-21A_n77A-n79A9,DC_19A_n77A9DC_19A_n79A9
DC_19A-21A_n78A-n79A9,DC_19A_n78A9DC_19A_n79A9
DC_19A-42A_n1A-n77ADC_19A-42C_n1A-n77A,DC_19A_n1ADC_19A_n77A
DC_19A-42A_n1A-n78ADC_19A-42C_n1A-n78A,DC_19A_n1ADC_19A_n78A
DC_19A-42A_n1A-n79ADC_19A-42C_n1A-n79A,DC_19A_n1ADC_19A_n79A
DC_19A-42A_n77A-n79A9DC_19A-42C_n77A-n79A9,DC_19A_n77A9DC_19A_n79A9
DC_19A-42A_n78A-n79A9DC_19A-42C_n78A-n79A9,DC_19A_n78A9DC_19A_n79A9
DC_20A_n1A-n28A-n75A,DC_20A_n1ADC_20A_n28A
DC_20A-(n)3AA-n67A,DC_(n)3AA4DC_20A_n3A
DC_20A-28A_n1A-n78A,DC_20A_n1ADC_20A_n78ADC_28A_n1ADC_28A_n78A
DC_20A-28A-32A_n1A,DC_20A_n1ADC_28A_n1A
DC_20A-28A-32A_n3A,DC_20A_n3ADC_28A_n3A
DC_20A-28A-38A_n1A,DC_20A_n1ADC_28A_n1ADC_38A_n1A
DC_20A-28A-40A_n1A,DC_20A_n1ADC_28A_n1ADC_40A_n1A
DC_20A-28A-40A_n78A,DC_20A_n78ADC_28A_n78ADC_40A_n78A
DC_20A-32A_n1A-n28A,DC_20A_n1ADC_20A_n28A
DC_20A-32A_n1A-n78A,DC_20A_n1ADC_20A_n78A
DC_20A-32A-38A_n1A,DC_20A_n1ADC_38A_n1A
DC_20A-38A-40A_n1A,DC_20A_n1ADC_38A_n1ADC_40A_n1A
DC_20A-38A-40A_n28A,DC_20A_n28ADC_38A_n28ADC_40A_n28A
DC_20A-38A_n1A-n28A,DC_20A_n1ADC_20A_n28ADC_38A_n1ADC_38A_n28A
DC_20A-38A_n1A-n78A,DC_20A_n1ADC_20A_n78ADC_38A_n1ADC_38A_n78A
DC_20A-38A_n3A-n78A,DC_20A_n3ADC_20A_n78ADC_38A_n3ADC_38A_n78A
DC_20A-38A_n28A-n78A,DC_20A_n28ADC_20A_n78ADC_38A_n28ADC_38A_n78A
DC_20A-40A_n1A-n28A,DC_20A_n1ADC_20A_n28ADC_40A_n1ADC_40A_n28A
DC_20A-40A_n1A-n78A,DC_20A_n1ADC_20A_n78ADC_40A_n1ADC_40A_n78A
DC_20A-40A_n28A-n78A,DC_20A_n28ADC_20A_n78ADC_40A_n28ADC_40A_n78A
DC_20A-41A_n1A-n41A,DC_41A_n1ADC_20A_n1ADC_41A_n41ADC_20A_n41A
DC_20A-41A_n1A-n78ADC_20A-41C_n1A-n78A,DC_20A_n1ADC_20A_n78ADC_41A_n1ADC_41A_n78A
DC_20A-67A-(n)3AA,DC_(n)3AA4DC_20A_n3A
DC_21A_n1A-n77A-n79A,DC_21A_n1ADC_21A_n77ADC_21A_n79A
DC_21A_n1A-n78A-n79A,DC_21A_n1ADC_21A_n78ADC_21A_n79A
DC_21A-28A-42A_n77ADC_21A-28A-42C_n77A,DC_21A_n77ADC_28A_n77A
DC_21A-28A-42A_n78ADC_21A-28A-42C_n78A,DC_21A_n78ADC_28A_n78A
DC_21A-28A-42A_n79ADC_21A-28A-42C_n79A,DC_21A_n79ADC_28A_n79A
DC_21A_n28A-n77A-n79A,DC_21A_n28ADC_21A_n77ADC_21A_n79A
DC_21A_n28A-n78A-n79A,DC_21A_n28ADC_21A_n78ADC_21A_n79A
DC_21A-42A_n1A-n77ADC_21A-42C_n1A-n77A,DC_21A_n1ADC_21A_n77A
DC_21A-42A_n1A-n78ADC_21A-42C_n1A-n78A,DC_21A_n1ADC_21A_n78A
DC_21A-42A_n1A-n79ADC_21A-42C_n1A-n79A,DC_21A_n1ADC_21A_n79A
DC_21A-42A_n77A-n79A9DC_21A-42C_n77A-n79A9,DC_21A_n77A9DC_21A_n79A9
DC_21A-42A_n78A-n79A9DC_21A-42C_n78A-n79A9,DC_21A_n78A9DC_21A_n79A9
DC_28A_n1A-n5A-n78A,DC_28A_n1ADC_28A_n5ADC_28A_n78A
DC_28A_n1A-n5A-n105A,DC_28A_n1ADC_28A_n5A
DC_28A_n1A-n40A-n78A,DC_28A_n1ADC_28A_n40ADC_28A_n78A
DC_28A_n1A-n78A-n105A,DC_28A_n1ADC_28A_n78A
DC_28A_n5A-n40A-n78A,DC_28A_n5ADC_28A_n40ADC_28A_n78A
DC_28A_n5A-n78A-n105A,DC_28A_n5ADC_28A_n78A
DC_28A-32A-38A_n1A,DC_28A_n1ADC_38A_n1A
DC_28A-32A_n40A-n41A,DC_28A_n41ADC_28A_n40A
DC_28A-40A_n1A-n78A,DC_28A_n1ADC_28A_n78ADC_40A_n1ADC_40A_n78A
DC_28A-41A-42A_n78ADC_28A-41C-42A_n78ADC_28A-41A-42C_n78ADC_28A-41C-42C_n78A,DC_28A_n78ADC_41A_n78ADC_41C_n78A
DC_29A-30A-66A_n2A,DC_30A_n2ADC_66A_n2A
DC_29A-30A-66A-66A_n2A,DC_30A_n2ADC_66A_n2A
DC_29A-30A-66A_n66A,DC_30A_n66ADC_66A_n66A4
DC_29A-30A-66A_n77A9,DC_30A_n77A9DC_66A_n77A9
DC_30A-66A-(n)5AA,DC_30A_n5ADC_66A_n5ADC_(n)5AA4
DC_38A-40A_n1A-n28A,DC_38A_n1ADC_38A_n28ADC_40A_n1ADC_40A_n28A
"DC_42A_n1A-n77A-n79A7,8",N/A
"DC_42A_n1A-n78A-n79A7,8",N/A
"DC_42A_n3A-n28A-n77A7,8DC_42C_n3A-n28A-n77A7,8",DC_42A_n3ADC_42C_n3ADC_42A_n28ADC_42C_n28A
"DC_42A_n3A-n28A-n77(2A)7,8DC_42C_n3A-n28A-n77(2A)7,8",DC_42A_n3ADC_42C_n3ADC_42A_n28ADC_42C_n28A
DC_46A-66A_n25A-n41ADC_46C-66A_n25A-n41ADC_46D-66A_n25A-n41A,DC_66A_n25ADC_66A_n41A
DC_46A-66A_n25A-n71ADC_46C-66A_n25A-n71ADC_46D-66A_n25A-n71A,DC_66A_n25ADC_66A_n71A
DC_46A-66A_n41A-n71ADC_46C-66A_n41A-n71ADC_46D-66A_n41A-n71A,DC_66A_n41ADC_66A_n71A
DC_46A-66A_n41(2A)-n71ADC_46C-66A_n41(2A)-n71ADC_46D-66A_n41(2A)-n71A,DC_66A_n41ADC_66A_n71A
DC_48A-66A_n25A-n48A,DC_48A_n25ADC_66A_n25ADC_66A_n48A
DC_66A-71A_n2A-n41A,DC_66A_n2ADC_66A_n41ADC_71A_n2ADC_71A_n41A
DC_66A-71A_n2A-n66A,DC_66A_n2ADC_66A_n66A4DC_71A_n2ADC_71A_n66A
DC_66A-71A_n2A-n77A,DC_66A_n2ADC_66A_n77ADC_71A_n2ADC_71A_n77A
DC_66A-71A_n2A-n78A,DC_66A_n2ADC_71A_n2ADC_66A_n78ADC_71A_n78A
DC_66A-71A_n66A-n77A,DC_66A_n66A4DC_66A_n77ADC_71A_n66ADC_71A_n77A
"NOTE 1:Uplink EN-DC configurations are the configurations supported by the present release of specifications.NOTE 2:Applicable for UE supporting inter-band EN-DC with mandatory simultaneous Rx/Tx capabilityNOTE 3:The frequency range in band n28 is restricted for this band combination to 703-733 MHz for the UL and 758-788 MHz for the DL.NOTE 4:Only single switched UL is supported.NOTE 5:UL carrier shall be supported in Band 2 or band 66 only. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 6:The combination is not used alone as fall back mode of other band combinations in which UL in Band 42 is not used.NOTE 7: For UEs not indicating interBandMRDC-WithOverlapDL-Bands-r16, the minimum requirements for intra-band non-contiguous EN-DC apply for the Band 42/48 and Band n77/n78 combination. For UEs not indicating interBandMRDC-WithOverlapDL-Bands-r16, when UE capability interBandContiguousMRDC is indicated, the minimum requirements for intra-band-contiguous EN-DC also should be met in addtion to intra-band non-contiguous EN-DC.NOTE 8:For UEs not indicating interBandMRDC-WithOverlapDL-Bands-r16, the minimum requirements for inter-band EN-DC apply when the maximum power spectral density imbalance between downlink carriers contained in overlapping or partially overlapping DL bands is within 6 dB.NOTE 9:Minimum requirements for PC2 are applicable for this uplink EN-DC configuration in this downlink/uplink EN-DC configuration.NOTE 10:Band 7 and Band 38 are restricted as DL Scell. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 11: The implementation with 3 low-band antennas is targeted for FWA form factor for this band combination in Release 17.NOTE 12:Void.NOTE 13:Power imbalance between downlink carriers on Band 7 and band n38 is assumed to be within 6dB. The power spectral density imbalance condition also applies for these carriers when applicable EN-DC configuration is a subset of a higher order EN-DC configuration.NOTE 14:For UEs not indicating interBandMRDC-WithOverlapDL-Bands-r16, the minimum requirements apply for synchronized DL carriers with a maximum receive time difference ≤ 3 usec between overlapping or partially overlapping DL bands contained in different cell groups.NOTE 15:Band 7 and Band n38 are restricted as DL Scell. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 16:UL carrier shall be supported in Band 1 or band 28 only. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 17:UL carrier shall be supported in Band 3 or band 28 only. Power imbalance between downlink carriers on Band 7 and Band 38 is assumed to be within 6dB.NOTE 18:Only single switched UL is supported.",
