NR CA configuration,Uplink CA configurationor single uplink carrier 4,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
CA_n2A-n29A-n66A-n77A,"n775,6CA_n2A-n66ACA_n2A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2(2A)-n29A-n66A-n77A,"n775,6CA_n2A-n66ACA_n2A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n29A-n66(2A)-n77A,"n775,6CA_n2A-n66ACA_n2A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n29A-n66A-n77(2A),"n775,6CA_n2A-n66ACA_n2A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n2(2A)-n29A-n66A-n77(2A),"n775,6CA_n2A-n66ACA_n2A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n29A-n66(2A)-n77(2A),"n775,6CA_n2A-n66ACA_n2A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n30A-n66A-n77A,"n775,6CA_n2A-n30ACA_n2A-n66ACA_n2A-n77A5CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n30A-n66A-n77A,"n775,6CA_n2A-n30ACA_n2A-n66ACA_n2A-n77A5CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n30A-n66(2A)-n77A,"n775,6CA_n2A-n30ACA_n2A-n66ACA_n2A-n77A5CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n30A-n66A-n77(2A),"n775,6CA_n2A-n30ACA_n2A-n66ACA_n2A-n77A5CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n2A-n30A-n66(2A)-n77(2A),"n775,6CA_n2A-n30ACA_n2A-n66ACA_n2A-n77A5CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
CA_n2(2A)-n30A-n66A-n77(2A),"n775,6CA_n2A-n30ACA_n2A-n66ACA_n2A-n77A5CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n41A-n66A-n71A,-,n2,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n66,"5, 10, 15, 20, 40",
,,n71,"5, 10, 15, 20",
CA_n2A-n48A-n66A-n77A,"n775,6",n2,"5, 10, 15, 20",0
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n775,6CA_n2A-n48ACA_n2A-n66ACA_n2A-n77A5CA_n48A-n66ACA_n66A-n77A5",n2,"5, 10, 15, 20, 25, 30, 40",1
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48A-n66A-n77A,CA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n66A-n77A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48B-n66A-n77A,"n775,6",n2,"5, 10, 15, 20",0
,,n48,CA_n48B_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n775,6CA_n2A-n48ACA_n2A-n66ACA_n2A-n77A5CA_n48A-n66ACA_n66A-n77A5",n2,"5, 10, 15, 20, 25, 30, 40",1
,,n48,CA_n48B_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,"5, 10, 15, 20, 25, 30, 40",2
,,n48,CA_n48B_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,"5, 10, 15, 20, 25, 30, 40",3
,,n48,CA_n48B_BCS2,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n48BCA_n2A-n48ACA_n2A-n48BCA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n48B-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48B-n66A-n77A,CA_n48BCA_n2A-n48ACA_n2A-n48BCA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n48B-n66ACA_n66A-n77A,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48(2A)-n66A-n77A,"n775,6",n2,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n775,6CA_n2A-n48ACA_n2A-n66ACA_n2A-n77A5CA_n48A-n66ACA_n66A-n77A5",n2,"5, 10, 15, 20, 25, 30, 40",1
,,n48,CA_n48(2A)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,"5, 10, 15, 20, 25, 30, 40",2
,,n48,CA_n48(2A)_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48A-n66(2A)-n77A,CA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48(2A)-n66A-n77A,CA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n66A-n77A,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48A-n66(2A)-n77A,CA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n66A-n77A,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48B-n66(2A)-n77A,CA_n48BCA_n2A-n48ACA_n2A-n48BCA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n48B-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48(2A)-n66(2A)-n77A,CA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n48A-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48A-n66A-n77C,"n775,6",n2,"5, 10, 15, 20",0
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS0,
,"n775,6CA_n77CCA_n2A-n48ACA_n2A-n66ACA_n2A-n77A5CA_n48A-n66ACA_n66A-n77A5",n2,"5, 10, 15, 20, 25, 30, 40",1
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS1,
,,n2,"5, 10, 15, 20, 25, 30, 40",2
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS1,
,CA_n77CCA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n2A-n77CCA_n48A-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n66A-n77C,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2(2A)-n48A-n66A-n77C,CA_n77CCA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n2A-n77CCA_n48A-n66ACA_n66A-n77ACA_n66A-n77C,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n48B-n66A-n77C,CA_n48BCA_n77CCA_n2A-n48ACA_n2A-n48BCA_n2A-n66ACA_n2A-n77ACA_n2A-n77CCA_n48A-n66ACA_n48B-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n66A-n77C,n48,CA_n48B_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n48(2A)-n66A-n77C,CA_n77CCA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n2A-n77CCA_n48A-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n66A-n77C,n48,CA_n48(2A)_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n48A-n66(2A)-n77C,CA_n77CCA_n2A-n48ACA_n2A-n66ACA_n2A-n77ACA_n2A-n77CCA_n48A-n66ACA_n66A-n77ACA_n66A-n77C,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n66A-n71A-n77A,-,n2,"5, 10, 15, 20",0
,,n66,"10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n66A-n71A-n77(2A),-,n2,"5, 10, 15, 20",0
,,n66,"10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n66A-n71A-n78A,-,n2,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n66A-n71A-n78(2A),-,n2,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n3A-n5A-n7A-n78A,-,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n5,"5, 10, 15, 20",
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3A-n5ACA_n3A-n7ACA_n3A-n78ACA_n5A-n7ACA_n5A-n78ACA_n7A-n78A,n3,"5, 10, 15, 20, 25, 30, 40, 50",1
,,n5,"5, 10, 15, 20",
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n5A-n7B-n78A,-,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n5,"5, 10, 15, 20",
,,n7,CA_n7B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3A-n5ACA_n3A-n7ACA_n3A-n78ACA_n5A-n7ACA_n5A-n78ACA_n7A-n78ACA_n7B,n3,"5, 10, 15, 20, 25, 30, 40, 50",1
,,n5,"5, 10, 15, 20",
,,n7,CA_n7B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n5A-n28A-n78A,CA_n3A-n5ACA_n3A-n28ACA_n3A-n79ACA_n5A-n28ACA_n5A-n79ACA_n28A-n79A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n5A-n28A-n79A,CA_n3A-n5ACA_n3A-n28ACA_n3A-n79ACA_n5A-n28ACA_n5A-n79ACA_n28A-n79A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n8A-n40A,CA_n3A-n7ACA_n3A-n8ACA_n3A-n40ACA_n7A-n8ACA_n7A-n40ACA_n8A-n40A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n8A-n78A,CA_n3A-n7ACA_n3A-n8ACA_n3A-n78ACA_n7A-n8ACA_n7A-n78ACA_n8A-n78A,n3,"5, 10, 15, 20, 25, 30",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
CA_n3(2A)-n7A-n8A-n78A,CA_n3A-n7ACA_n3A-n8ACA_n3A-n78ACA_n7A-n8ACA_n7A-n78ACA_n8A-n78A,n3,CA_n3(2A)_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7(2A)-n8A-n78A,CA_n3A-n7ACA_n3A-n8ACA_n3A-n78ACA_n7A-n8ACA_n7A-n78ACA_n8A-n78A,n3,"5, 10, 15, 20, 25, 30",0
,,n7,CA_n7(2A)_BCS0,
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3(2A)-n7(2A)-n8A-n78A,CA_n3A-n7ACA_n3A-n8ACA_n3A-n78ACA_n7A-n8ACA_n7A-n78ACA_n8A-n78A,n3,CA_n3(2A)_BCS0,0
,,n7,CA_n7(2A)_BCS0,
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7A-n20A-n28A11,CA_n3A-n7ACA_n3A-n20ACA_n3A-n28ACA_n7A-n20ACA_n7A-n28ACA_n20A-n28A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n20A-n67A,CA_n3A-n7ACA_n3A-n20ACA_n7A-n20A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n20A-n75A,CA_n3A-n7ACA_n3A-n20ACA_n7A-n20A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n20A-n78A,CA_n3A-n7ACA_n3A-n20ACA_n3A-n78ACA_n7A-n20ACA_n7A-n78ACA_n20A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n20A-n78(2A),CA_n3A-n7ACA_n3A-n20ACA_n3A-n78ACA_n7A-n20ACA_n7A-n78ACA_n20A-n78ACA_n78(2A),n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n3A-n7A-n26A-n78A,CA_n3A-n7ACA_n3A-n26ACA_n3A-n78ACA_n7A-n26ACA_n7A-n78ACA_n26A-n78A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7B-n26A-n78A,CA_n3A-n7ACA_n3A-n26ACA_n3A-n78ACA_n7A-n26ACA_n7A-n78ACA_n26A-n78ACA_n7B,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7A-n26(2A)-n78A,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,CA_n26(2A),n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7A-n26A-n78(2A),CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,CA_n78(2A),n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n26,n26 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n3A-n7A-n26A-n78C,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n78C,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
CA_n3A-n7A-n26(2A)-n78(2A),CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,CA_n26(2A),n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,CA_n78(2A),n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
CA_n3A-n7A-n26(2A)-n78C,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n26(2A)CA_n78C,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
CA_n3A-n7B-n26(2A)-n78A,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,CA_n26(2A),n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7B-n26A-n78(2A),CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,CA_n78(2A),n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,CA_n7B_BCS 4 and 5,
,,n26,n26 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n3A-n7B-n26A-n78C,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7BCA_n78C,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
CA_n3A-n7B-n26(2A)-n78(2A),CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,CA_n26(2A)CA_n78(2A),n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
CA_n3A-n7B-n26(2A)-n78C,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7BCA_n26(2A)CA_n78C,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
CA_n3B-n7A-n26A-n78A,CA_n3A-n7ACA_n3A-n26ACA_n3A-n78ACA_n7A-n26ACA_n7A-n78ACA_n26A-n78A,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7A-n26(2A)-n78A,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78A,n3,CA_n3B_BCS0,0
,CA_n26(2A),n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7A-n26A-n78(2A),CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78A,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS2,
,CA_n78(2A),n3,CA_n3B_BCS 4 and 5,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n26,n26 channel bandwidths in Table 5.3.5-1,
