NR CA configuration,Uplink CA configurationor single uplink carrier6,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3B-n26A-n78C,"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n78C7",n3,CA_n3B_BCS0,0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
,n267CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n26A-n78A7,13,14",n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS1,
CA_n3B-n26(2A)-n78A,"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n26(2A)",n3,CA_n3B_BCS0,0
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,n267CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n26A-n78A7,13,14",n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n26(2A)-n78(2A),"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n26(2A)CA_n78(2A)7",n3,CA_n3B_BCS0,0
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
,n267CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n26A-n78A7,13,14",n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS2,
CA_n3B-n26(2A)-n78C,"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n26(2A)CA_n78C7",n3,CA_n3B_BCS0,0
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
,n267CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n26A-n78A7,13,14",n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS1,
CA_n3A-n28A-n38A,-,n3,"5, 10, 15, 20, 30, 40, 50",0
,,n28,"5, 10, 15, 20",
,,n38,"5, 10, 15, 20, 30, 40",
CA_n3A-n28A-n40A,CA_n3A-n28ACA_n3A-n40ACA_n28A-n40A,n3,"5, 10, 15, 20",0
,,n28,"5, 10",
,,n40,"20, 40",
,,n3,"5, 10, 15, 20, 25, 30, 35,40",1
,,n28,"5, 10, 15, 20, 25, 30",
,,n40,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n41A,"n417,9CA_n3A-n28ACA_n3A-n41A7,9CA_n28A-n41A7,9",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n28,"5, 10, 15, 20, 30",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n41B,CA_n3A-n28ACA_n3A-n41ACA_n28A-n41A,n3,"5, 10, 15, 20",0
,,n28,"5, 10",
,,n41,CA_n41B_BCS0,
CA_n3A-n28A-n75A,CA_n3A-n28A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n77A,"n777,9CA_n3A-n28ACA_n3A-n77A7,9CA_n28A-n77A7,9",n3,"5, 10, 15, 20, 25, 30",0
,,n28,"5, 10, 15, 20",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n3,"5, 10, 15, 20, 25, 30, 40",1
,,n28,"5, 10, 15, 20, 30",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n3,"5, 10, 15, 20, 25, 30, 35,40",2
,,n28,"5, 10, 15, 20, 25, 30",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n77(2A),"n777,9CA_n3A-n28ACA_n3A-n77A7,9CA_n28A-n77A7,9CA_n77(2A)7,9",n3,"5, 10, 15, 20, 25, 30",0
,,n28,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS0,
,,n3,"5, 10, 15, 20, 25, 30, 40",1
,,n28,"5, 10, 15, 20, 30",
,,n77,CA_n77(2A)_BCS0,
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n3A-n28A-n77(3A),"n777,9CA_n3A-n28ACA_n3A-n77A7,9CA_n28A-n77A7,9CA_n77(2A)7,9",n3,"5, 10, 15, 20, 25, 30",0
,,n28,"5, 10, 15, 20",
,,n77,CA_n77(3A)_BCS0,
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS4 and 5,
CA_n3A-n28A-n78A,"n37n787,9CA_n3A-n28A7CA_n3A-n78A7,13, 14CA_n28A-n78A7,13, 14",n3,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 202",
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n3,"5, 10, 15, 20, 25, 30, 40",1
,,n28,"5, 10, 15, 202",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,"5, 10, 15, 20, 25, 30, 40",2
,,n28,"5, 10",
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n78C,"n787,9CA_n78C7CA_n3A-n28ACA_n3A-n78A7,13,14CA_n28A-n78A7,13,14",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n28,"5, 10, 15, 20",
,,n78,CA_n78C_BCS1,
CA_n3A-n28A-n78(2A),"n37n787,9CA_n3A-n28A7CA_n3A-n78A7,13, 14CA_n28A-n78A7,13, 14",n3,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 202",
,,n78,CA_n78(2A)_BCS0,
,,n3,"5, 10, 15, 20, 25, 30, 40",1
,,n28,"5, 10",
,,n78,CA_n78(2A)_BCS2,
,"n37n787,9CA_n78(2A)7CA_n3A-n28A7CA_n3A-n78A7,13, 14CA_n28A-n78A7,13, 14",n3,"5, 10, 15, 20, 25, 30, 40",2
,,n28,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n28A-n78(A-C),CA_n78CCA_n3A-n28ACA_n3A-n78ACA_n28A-n78A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(A-C)_BCS1,
CA_n3B-n28A-n78A,"n787,9CA_n3A-n28ACA_n3A-n78A7,13,14CA_n28A-n78A7,13,14",n3,CA_n3B_BCS0,0
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"CA_n3BCA_n3A-n78A7,13,14CA_n28A-n78A7,13,14",n3,CA_n3B_BCS1,1
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n28A-n78(2A),"n787,9CA_n78(2A)7CA_n3A-n28ACA_n3A-n78A7,13,14CA_n28A-n78A7,13,14",n3,CA_n3B_BCS0,0
,,n28,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
,"CA_n3BCA_n3A-n78A7,13,14CA_n28A-n78A7,13,14",n3,CA_n3B_BCS1,1
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS2,
CA_n3B-n28A-n78C,"n787,9CA_n78C7CA_n3A-n28ACA_n3A-n78A7,13,14CA_n28A-n78A7,13,14",n3,CA_n3B_BCS0,0
,,n28,"5, 10, 15, 20",
,,n78,CA_n78C_BCS0,
,"CA_n3BCA_n3A-n78A7,13,14CA_n28A-n78A7,13,14",n3,CA_n3B_BCS1,1
,,n28,"5, 10, 15, 20",
,,n78,CA_n78C_BCS1,
CA_n3A-n28A-n79A,"n797,9CA_n3A-n28ACA_n3A-n79A7CA_n28A-n79A7",n3,"5, 10, 15, 20, 25, 30",0
,,n28,"5, 10, 15, 20",
,,n79,"40, 50, 80, 100",
,CA_n3A-n28ACA_n3A-n79ACA_n28A-n79A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n79,"40, 50, 60, 80, 100",
CA_n3A-n34A-n41A,CA_n3A-n34ACA_n3A-n41ACA_n34A-n41A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n34,See n34 channel bandwidths in Table 5.3.5-1,
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
CA_n3A-n34A-n41C,CA_n3A-n34ACA_n3A-n41ACA_n34A-n41A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n34,See n34 channel bandwidths in Table 5.3.5-1,
,,n41,CA_n41C_BCS 4 and 5,
CA_n3A-n34A-n79A,CA_n3A-n34ACA_n3A-n79ACA_n34A-n79A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n34,See n34 channel bandwidths in Table 5.3.5-1,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n38A-n40A,-,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n38,"5, 10, 15, 20, 25, 30, 40",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n38A-n78A,-,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n38,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n39A-n41A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n39,"5, 10, 15, 20, 25, 30, 35, 40",
,,n41,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n39A-n79A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n39,"5, 10, 15, 20, 25, 30, 35, 40",
,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n40A-n78A,CA_n3A-n40ACA_n3A-n78ACA_n40A-n78A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n40,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n40A-n105A,CA_n3A-n40ACA_n3A-n105ACA_n40A-n105A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n40,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n3A-n41A-n71A,CA_n3A-n41ACA_n3A-n71ACA_n41A-n71A,n3,"5,10,15,20,25,30,35,40,45,50",0
,,n41,"5,10,15,20,25,30,35,40,45,50,60,70,80,90,100",
,,n71,"5,10,15,20",
CA_n3A-n41A-n78C,CA_n78CCA_n3A-n41ACA_n3A-n78ACA_n3A-n78CCA_n41A-n78ACA_n41A-n78C,n3,"5,10,15,20,25,30,35,40,45,50",4 and 5
,,n41,"5,10,15,20,25,30,35,40,45,50,60,70,80,90,100",
,,n78,CA_n78C_BCS4 and 5,
CA_n3(2A)-n41A-n78A,CA_n3A-n41ACA_n3A-n78ACA_n41A-n78A,n3,CA_n3(2A)_BCS0,4 and 5
,,n41,"5,10,15,20,25,30,35,40,45,50,60,70,80,90,100",
,,n78,"10,15,20,25,30,40,50,60,70,80,90,100",
CA_n3(2A)-n41A-n78C,CA_n3A-n41ACA_n3A-n78ACA_n41A-n78ACA_n41A-n78C,n3,CA_n3(2A)_BCS0,4 and 5
,,n41,"5,10,15,20,25,30,35,40,45,50,60,70,80,90,100",
,,n78,CA_n78C_BCS4 and 5,
CA_n3A-n71A-n78A,CA_n3A-n71ACA_n3A-n78ACA_n71A-n78A,n3,"5,10,15,20,25,30,35,40,45,50",4 and 5
,,n71,"5,10,15,20",
,,n78,"10,15,20,25,30,40,50,60,70,80,90,100",
CA_n3(2A)-n71A-n78A,CA_n3A-n71ACA_n3A-n78ACA_n71A-n78A,n3,CA_n3(2A)_BCS 4 and 5,4 and 5
,,n71,"5,10,15,20",
,,n78,"10,15,20,25,30,40,50,60,70,80,90,100",
CA_n3(2A)-n71A-n78C,CA_n78CCA_n3A-n71ACA_n3A-n78ACA_n3A-n78CCA_n71A-n78ACA_n71A-n78C,n3,CA_n3(2A)_BCS0,0
,,n71,"5,10,15,20",
,,n78,CA_n78C_BCS0,
CA_n3A-n71A-n78C,CA_n78CCA_n3A-n71ACA_n3A-n78ACA_n3A-n78CCA_n71A-n78ACA_n71A-n78C,n3,"5,10,15,20,25,30,35,40,45,50",4 and 5
,,n71,"5,10,15,20",
,,n78,CA_n78C_BCS 4 and 5,
CA_n3A-n77A-n79A4,"n777,9n797,9CA_n3A-n77A7CA_n3A-n79A7CA_n77A-n79A7",n3,"5, 10, 15, 20, 25, 30",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n77(2A)-n79A4,"n777,9n797,9CA_n77(2A)7CA_n3A-n77A7CA_n3A-n79A7CA_n77A-n79A7",n3,"5, 10, 15, 20, 25, 30",0
,,n77,CA_n77(2A)_BCS0,
,,n79,"40, 50, 60, 80, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,CA_n77(2A)_BCS4 and 5,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n77(3A)-n79A4,"n777,9n797,9CA_n77(2A)7CA_n3A-n77A7CA_n3A-n79A7CA_n77A-n79A",n3,"5, 10, 15, 20, 25, 30",0
,,n77,CA_n77(3A)_BCS0,
,,n79,"40, 50, 60, 80, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,CA_n77(3A)_BCS4 and 5,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n40A-n41A,CA_n3A-n40ACA_n3A-n41ACA_n40A-n41A,n3,"5, 10, 15, 20, 25, 30",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,See n40 channel bandwidths in Table 5.3.5-1,
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
CA_n3A-n40A-n41C,CA_n3A-n40ACA_n3A-n41ACA_n40A-n41A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,See n40 channel bandwidths in Table 5.3.5-1,
,,n41,CA_n41C_BCS4 and 5,
CA_n3A-n40A-n77A,CA_n3A-n40ACA_n3A-n77ACA_n40A-n77A,n3,"5, 10, 15, 20, 30, 35, 40, 45, 50",0
,,n40,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,See n40 channel bandwidths in Table 5.3.5-1,
,,n77,See n77 channel bandwidths in Table 5.3.5-1,
CA_n3A-n40A-n77(2A),CA_n3A-n40ACA_n3A-n77ACA_n40A-n77A,n3,"5, 10, 15, 20, 30, 35, 40, 45, 50",0
,,n40,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n77,CA_n77(2A)_BCS1,
CA_n3A-n40A-n79A,CA_n3A-n40ACA_n3A-n79ACA_n40A-n79A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,See n40 channel bandwidths in Table 5.3.5-1,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n41A-n77A,"n417,9n777,9CA_n3A-n41A7,9CA_n3A-n77A7,9CA_n41A-n77A7,9",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,-,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
,,n77,See n77 channel bandwidths in Table 5.3.5-1,
CA_n3A-n41B-n77A,CA_n3A-n41ACA_n3A-n77ACA_n41A-n77A,n3,"5, 10, 15, 20",0
,,n41,CA_n41B_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n41B-n77(2A),CA_n3A-n41ACA_n3A-n77ACA_n41A-n77A,n3,"5, 10, 15, 20",0
,,n41,CA_n41B_BCS0,
,,n77,CA_n77(2A)_BCS0,
CA_n3A-n41A-n77(2A),"n417,9n777,9CA_n3A-n41A7,9CA_n3A-n77A7,9CA_n41A-n77A7,9CA_n77(2A)7",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A)_BCS0,
,-,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n3A-n41A-n77(3A),"n417,9n777,9CA_n3A-n41A7,9CA_n3A-n77A7,9CA_n41A-n77A7,9CA_n77(2A)7",n3,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(3A)_BCS1,
CA_n3A-n41A-n78A,-,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3A-n41ACA_n3A-n78ACA_n41A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",1
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
CA_n3A-n41A-n78(2A),CA_n3A-n41ACA_n3A-n78ACA_n41A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n78,CA_n78(2A)_BCS2,
CA_n3A-n41A-n79A,"n3n417, 9n797, 9CA_n3A-n41A7CA_n3A-n79A7CA_n41A-n79A7",n3,"5, 10, 15, 20, 25, 30",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 100",
,,n79,"40, 50, 60, 80, 100",
,,n3,"5, 10, 15, 20, 25, 30",1
,,n41,"10, 15, 20, 40, 50, 60, 80",
,,n79,"40, 50, 60, 80, 100",
,,n3,"5, 10, 15, 20, 25, 30",2
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n41A-n79C,CA_n3A-n41ACA_n3A-n79ACA_n41A-n79A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
,,n79,CA_n79C_BCS4 and 5,
CA_n3A-n41C-n79A,CA_n41CCA_n3A-n41ACA_n3A-n79ACA_n41A-n79A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,CA_n41C_BCS4 and 5,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n41C-n79C,CA_n3A-n41ACA_n3A-n79ACA_n41A-n79A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,CA_n41C_BCS4 and 5,
,,n79,CA_n79C_BCS4 and 5,
CA_n3A-n67A-n78A,CA_n3A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n67,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n67A-n78(2A),CA_n78(2A)CA_n3A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n67,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n71A-n77A,CA_n3A-n71ACA_n3A-n77ACA_n71A-n77A,n3,"5,10,15,20,25,30,35,40,45,50",0
,,n71,"5,10,15,20",
,,n77,"10,15,20,25,30,40,50,60,70,80,90,100",
CA_n3A-n71A-n77(2A),CA_n3A-n71ACA_n3A-n77ACA_n71A-n77A,n3,"5,10,15,20,25,30,35,40,45,50",0
,,n71,"5,10,15,20",
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n3A-n75A-n78A,CA_n3A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n75A-n78(2A),CA_n78(2A) CA_n3A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n3A-n78A-n79A5,"n787,9",n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,"n797CA_n3A-n78A7CA_n3A-n79A7CA_n78A-n79A5,7",n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,CA_n3A-n78A CA_n3A-n79ACA_n78A-n79A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n78,n78 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n78A-n79C,-,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n79,CA_n79C_BCS0,
CA_n3B-n78A-n79A,-,n3,CA_n3B_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n3B-n78A-n79C,-,n3,CA_n3B_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n79,CA_n79C_BCS0,
CA_n3(2A)-n78A-n79A,-,n3,CA_n3(2A)_BCS1,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n3(2A)-n78A-n79C,-,n3,CA_n3(2A)_BCS1,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n79,CA_n79C_BCS0,
CA_n3A-n78A-n105A,CA_n3A-n78ACA_n3A-n105ACA_n78A-n105A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n5A-n7A-n25A,CA_n5A-n7ACA_n5A-n25ACA_n7A-n25A,n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",
CA_n5A-n7A-n25(2A),CA_n5A-n7ACA_n5A-n25ACA_n7A-n25A,n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n25,CA_n25(2A)_BCS0,
CA_n5A-n7A-n28A,-,n5,"5, 10, 15, 20",0
,,n7,"5, 10, 15, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20, 30",
CA_n5A-n7A-n40A,CA_n5A-n7ACA_n5A-n40ACA_n7A-n40A,n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n40,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n7A-n66A,CA_n5A-n7ACA_n5A-n66ACA_n7A-n66A,n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5A-n7A-n77A,"n777,9CA_n5A-n7ACA_n5A-n77A7CA_n7A-n77A7",n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n5,See n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,See n7 channel bandwidths in Table 5.3.5-1,
,,n77,See n77 channel bandwidths in Table 5.3.5-1,
CA_n5A-n7A-n77(2A),"n777,9CA_n77(2A)7CA_n5A-n7ACA_n5A-n77A7CA_n7A-n77A7",n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n77,CA_n77(2A)_BCS0,
,,n5,See n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,See n7 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n5A-n7A-n77(3A),"n777,9CA_n77(2A)7CA_n5A-n7ACA_n5A-n77A7CA_n7A-n77A7",n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n77,CA_n77(3A)_BCS0,
CA_n5A-n7A-n78A,"n787,9CA_n5A-n78A7CA_n7A-n78A7",n5,"5, 10, 15, 20",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n5A-n7ACA_n5A-n78ACA_n7A-n78A,n5,"5, 10, 15, 20",1
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
