NR or E-UTRA Band / Channel bandwidth / NRB / MSD,,,,,,,,
EN-DC Configuration,EUTRA / NR band,UL Fc (MHz),UL/DL BW (MHz),ULLCRB,DL Fc (MHz),MSD (dB),IMD order,
DC_13A-66A-66A_n5A,66,1770,5,25,2170,N/A,N/A,
,n5,840,5,25,885,N/A,N/A,
DC_13A-66A_n48ADC_13A-66A_n48BDC_13A-66A-66A_n48ADC_13A-66A-66A_n48B,13,782,5,25,751,N/A,N/A,
,66,N/A,5,N/A,2131,17.1,IMD3,
,n48,3695,10,50,3695,N/A,N/A,
DC_13A-66A_n77A,13,782,5,25,751,N/A,N/A,
DC_13A-66A_n77CDC_13A-66A-66A_n77ADC_13A-66A-66A_n77C,66,N/A,5,N/A,2156,17.1,IMD3,
,n77,3720,10,50,3720,N/A,N/A,
DC_13A-66A_n77A11,13,N/A,5,N/A,750,15.2,IMD3,
DC_13A-66A_n77C11DC_13A-66A-66A_n77A11DC_13A-66A-66A_n77C11,66,1710,5,25,2110,N/A,N/A,
,n77,4170,10,50,4170,N/A,N/A,
DC_13A_n66A-n77A,13,782,5,25,751,N/A,N/A,
,n66,1731,5,25,2131,17.1,IMD3,
,n77,3695,10,50,3695,N/A,N/A,
,13,782,5,25,751,N/A,N/A,
,n66,1760,5,25,2160,N/A,N/A,
,n77,3324,10,50,3324,16.4,"IMD34,9",
DC_14A-30A_n5A,14,795,5,25,765,N/A,N/A,
,30,N/A,5,N/A,2353,5.9,IMD5,
,n5,827,5,25,872,N/A,N/A,
DC_14A-30A_n77ADC_14A-30A_n77(2A),14,N/A,5,N/A,763,15.2,IMD34,
,30,2310,5,25,2355,N/A,N/A,
,n77,3857,10,50,3857,N/A,N/A,
,14,793,5,25,763,N/A,N/A,
,30,N/A,5,N/A,2355,13.2,IMD3,
,n77,3941,10,50,3941,N/A,N/A,
DC_14A-66A_n2ADC_14A-66A-66A_n2A,14,793,5,25,763,N/A,N/A,
,66,N/A,5,N/A,2162,7.6,IMD4,
,n2,1874,5,25,1954,N/A,N/A,
DC_14A-66A_n5A,14,N/A,5,N/A,762,9.4,IMD4,
,66,1740,5,25,2140,N/A,N/A,
,n5,834,5,25,879,N/A,N/A,
DC_14A-66A_n77ADC_14A-66A_n77(2A),14,N/A,5,N/A,763,15.2,IMD311,
DC_14A-66A-66A_n77A,66,1712.5,5,25,2112.5,N/A,N/A,
DC_14A-66A-66A_n77(2A),n77,4188,10,50,4188,N/A,N/A,
,14,793,5,25,763,N/A,N/A,
,66,N/A,5,N/A,2155,13.2,IMD3,
,n77,3741,10,50,3741,N/A,N/A,
DC_18A_n3A-n41A,18,820,5,25,865,N/A,N/A,
,n3,1720,5,25,1815,N/A,N/A,
,n41,N/A,10,N/A,2540,29.4,IMD2,
,18,820,5,25,865,N/A,N/A,
,n41,2670,10,50,2670,N/A,N/A,
,n3,N/A,5,N/A,1850,28.2,IMD2,
DC_18A_n3A-n77A,18,820,5,25,865,N/A,N/A,
,n3,1770,5,25,1865,N/A,N/A,
,n77,N/A,10,N/A,3410,16.3,IMD3,
,18,820,5,25,865,N/A,N/A,
,n3,N/A,5,N/A,1865,15.7,IMD3,
,n77,3505,10,50,3505,N/A,N/A,
DC_18A_n3A-n78A,18,820,5,25,865,N/A,N/A,
,n3,1750,5,25,1845,N/A,N/A,
,n78,N/A,10,N/A,3390,15.2,IMD33,
DC_18A-28A_n77ADC_18A_n28A-n77A,18,820,5,25,865,N/A,N/A,
,28/n28,N/A,5,N/A,778,4.4,IMD5,
,n77,4058,10,50,4058,N/A,N/A,
DC_18A-28A_n77A,18,N/A,5,N/A,865,3.9,IMD5,
,28,723,5,25,778,N/A,N/A,
,n77,3757,10,50,3757,N/A,N/A,
DC_18A-28A_n78A,18,N/A,5,N/A,864,3.8,IMD5,
,28,723,5,25,778,N/A,N/A,
,n78,3756,10,50,3756,N/A,N/A,
DC_18A_n28A-n77ADC_18A_n28A-n78A,18,820,5,25,865,N/A,N/A,
,n28,710,5,25,765,N/A,N/A,
,n77/n78,N/A,10,N/A,3770,4.0,IMD5,
DC_18A-41A_n3ADC_18A-41C_n3A,18,820,5,25,865,N/A,N/A,
,n3,1725,5,25,1820,N/A,N/A,
,41,N/A,5,N/A,2630,16.0,IMD3,
,18,N/A,5,N/A,865,28.9,IMD21,
,n3,1765,5,25,1860,N/A,N/A,
,41,2630,5,25,2630,N/A,N/A,
DC_18A-41A_n77ADC_18A-41C_n77A,18,N/A,5,N/A,865,3.4,IMD5,
,n77,3527.5,10,50,3527.5,N/A,N/A,
,41,2640,5,25,2640,N/A,N/A,
DC_18A_n41A-n77ADC_18A_n41A-n77(2A)DC_18A_n41A-n78A,18,820,5,25,865,N/A,N/A,
DC_18A_n41A-n78(2A),n41,2570,10,50,2570,N/A,N/A,
,n77/n78,N/A,10,N/A,3390,28.6,IMD2,
,18,820,5,25,865,N/A,N/A,
,n77/n78,3450,10,50,3450,N/A,N/A,
,n41,N/A,10,N/A,2630,26.5,IMD2,
DC_18A-41A_n78ADC_18A-41C_n78A,18,N/A,5,N/A,865,3.4,IMD5,
,n78,3527.5,10,50,3527.5,N/A,N/A,
,41,2640,5,25,2640,N/A,N/A,
DC_19A_n1A-n77ADC_19A_n1A-n78A,19,840,5,25,885,N/A,N/A,
,n1,1975,5,25,2165,N/A,N/A,
,n77/n78,N/A,10,N/A,3655,[21.4],IMD3,
,19,832.5,5,25,877.5,N/A,N/A,
,n1,N/A,5,N/A,2130,17.8,IMD3,
,n77/n78,3795,10,50,3795,N/A,N/A,
DC_19A_n1A-n79A20,,,,N/A,,,,
DC_19A-21A_n77ADC_19A-21A_n78A,19,N/A,5,N/A,882.5,18.7,IMD3,
,21,1450.4,5,25,1498.4,N/A,N/A,
,"n77, n78",3783.3,10,50,3783.3,N/A,N/A,
,19,N/A,5,N/A,882.5,13.2,IMD4,
,21,1450.4,5,25,1498.4,N/A,N/A,
,"n77, n78",3468.7,10,50,3468.7,N/A,N/A,
DC_19A-21A_n77A,19,837.5,5,25,882.5,N/A,N/A,
,21,N/A,5,N/A,1502.5,9.0,IMD4,
,n77,4015,10,50,4015,N/A,N/A,
DC_19A-21A_n79A,19,N/A,N/A,N/A,N/A,N/A,IMD5,
,21,N/A,N/A,N/A,N/A,N/A,N/A,
,n79,N/A,N/A,N/A,N/A,N/A,N/A,
,19,837.5,5,25,882.5,N/A,N/A,
,21,N/A,5,N/A,1500,3.8,IMD5,
,n79,4850,40,216,4850,N/A,N/A,
DC_19A_n78A-n79A,19,835,5,25,880,N/A,N/A,
,n78,3680,10,50,3680,N/A,N/A,
,n79,N/A,40,N/A,4515,29.3,IMD2,
,19,835,5,25,880,N/A,N/A,
,n79,4550,40,216,4550,N/A,N/A,
,n78,N/A,10,N/A,3715,28.8,IMD2,
DC_20A-n1A_n75A,n1,1950.5,5,50,2140.5,N/A,N/A,
,20,852.5,5,25,811.5,N/A,N/A,
,n75,N/A,5,N/A,1459.5,4.0,IMD5,
DC_20A_n1A-n78A,20,845,5,25,804,N/A,N/A,
,n1,1940,5,25,2130,N/A,N/A,
,n78,N/A,10,N/A,3630,16.0,IMD3,
,20,835,5,25,794,N/A,N/A,
,n1,N/A,5,N/A,2120,15.3,IMD3,
,n78,3790,10,50,3790,N/A,N/A,
DC_20A-(n)3AA,3,N/A,5,N/A,1865,3,IMD4,
,n3,1775,5,25,1870,4,IMD4,
,20,840,5,25,799,N/A,N/A,
DC_20_n3-n67,20,837,5,25,796,N/A,N/A,
,n3,1765,5,25,1860,N/A,N/A,
,n67,N/A,5,N/A,746,9.4,IMD4,
DC_20A_n3A-n78A,20,845,5,25,804,N/A,N/A,
,n3,1730,5,25,1825,N/A,N/A,
,n78,N/A,10,N/A,3420,16.1,IMD3,
,20,845,5,25,804,N/A,N/A,
,n3,N/A,5,N/A,1860,15.7,IMD3,
,n78,3550,10,50,3550,N/A,N/A,
DC_20A_n7A-n28A,20,857,5,25,816,N/A,N/A,
,n7,2512,5,25,2632,N/A,N/A,
,n28,N/A,5,N/A,798,13.9,IMD3,
,20,852,5,25,811,N/A,N/A,
,n7,N/A,10,N/A,2670,5.9,IMD5,
,n28,738,5,25,793,N/A,N/A,
DC_20A_n7A-n78A,20,845,5,25,804,N/A,N/A,
,n7,N/A,5,N/A,2675,30.8,IMD2,
,n78,3520,10,50,3520,N/A,N/A,
,20,850,5,25,809,N/A,N/A,
,n7,2550,10,50,2675,N/A,N/A,
,n78,N/A,10,N/A,3400,28.8,IMD21,
DC_20A_n8A-n78A,n8,910,5,25,955,N/A,N/A,
,20,837,5,25,796,N/A,N/A,
,n78,N/A,10,N/A,3567,10.3,IMD4,
,n8,N/A,5,N/A,940,12.1,IMD4,
,n78,3481,10,50,3481,N/A,N/A,
,20,847,5,25,806,N/A,N/A,
DC_20A-28A_n3A,20,845,5,25,804,N/A,N/A,
,28,N/A,5,N/A,785,9.4,IMD4,
,n3,1750,5,25,1845,N/A,N/A,
DC_20A-28A_n7A,n7,2505,5,25,2625,N/A,N/A,
,20,859,5,25,818,N/A,N/A,
,28,N/A,5,N/A,787,17.4,IMD34,
DC_20A-28A_n78A,20,837,5,25,796,N/A,N/A,
,28,N/A,5,N/A,799,9.4,IMD4,
,n78,3310,10,50,3310,N/A,N/A,
,20,N/A,5,N/A,808,3.8,IMD5,
,28,705.5,5,25,760.5,N/A,N/A,
,n78,3630,10,50,3630,N/A,N/A,
"DC_20A_n28A-n78A, DC_20A_SUL_n78A-n83A",20,857,5,25,816,N/A,N/A,
,"n28, n83",743,5,25,798,N/A,N/A,
,n78,N/A,10,N/A,3314,8.7,IMD4,
,20,837,5,25,796,N/A,N/A,
,n78,3310,10,50,3310,N/A,N/A,
,n28,N/A,5,N/A,799,9.4,IMD4,
DC_20A-32A_n1A,n1,1950.5,5,50,2140.5,N/A,N/A,
,20,852.5,5,25,811.5,N/A,N/A,
,32,N/A,5,N/A,1459.5,4.0,IMD5,
DC_20A-38A_n1A,n1,N/A,N/A,N/A,N/A,N/A,N/A,
,20,N/A,N/A,N/A,N/A,N/A,IMD5,
,38,N/A,N/A,N/A,N/A,N/A,N/A,
DC_20A-38A_n3A,20,850,5,25,809,N/A,N/A,
,38,N/A,5,N/A,2610,28.4,IMD21,
,n3,1760,5,25,1855,N/A,N/A,
DC_20A-38A_n28A,20,835.5,5,25,793.5,N/A,N/A,
,38,N/A,5,N/A,2612,5.9,IMD5,
,n28,730,5,25,785,N/A,N/A,
DC_20A-38A_n78ADC_20A-38A_n78(2A,20,N/A,N/A,N/A,N/A,N/A,IMD2,
,38,N/A,N/A,N/A,N/A,N/A,N/A,
,n78,N/A,N/A,N/A,N/A,N/A,N/A,
,20,N/A,N/A,N/A,N/A,N/A,N/A,
,38,N/A,N/A,N/A,N/A,N/A,IMD2,
,n78,N/A,N/A,N/A,N/A,N/A,N/A,
DC_20A_n38A-n78A,20,850,5,25,809,N/A,N/A,
,n38,N/A,10,N/A,2600,30.9,IMD2,
,n78,3450,10,50,3450,N/A,N/A,
DC_20A-40A_n1ADC_20A-40C_n1A,20,N/A,5,N/A,800,8.0,IMD4,
,40,2330,5,25,2330,N/A,N/A,
,n1,1930,5,25,2120,N/A,N/A,
DC_20A-40A_n28A,20,835,5,25,794,N/A,N/A,
,40,N/A,5,N/A,2385,18.8,IMD3,
,n28,715,5,25,770,N/A,N/A,
,20,N/A,5,N/A,815,17.0,IMD3,
,40,2305,5,25,2305,N/A,N/A,
,n28,745,5,25,800,N/A,N/A,
DC_20A-40A_n78ADC_20A-40C_n78ADC_20A-40A_n78(2A)DC_20A-40C_n78(2A),20,N/A,5,N/A,815,19.8,IMD3,
,40,2302.5,5,25,2302.5,N/A,N/A,
,n78,3790,10,50,3790,N/A,N/A,
DC_20A-41A_n1A,20,N/A,5,N/A,800,4.5,IMD5,
DC_20A-41C_n1A,41,2510,10,50,2510,N/A,N/A,
,n1,1940,5,25,2130,N/A,N/A,
DC_20A-41A_n78A,20,845,5,25,804,N/A,N/A,
DC_20A-41C_n78A,41,N/A,10,N/A,2675,29.8,IMD2,
,n78,3520,10,50,3520,N/A,N/A,
,20,N/A,5,N/A,798,30.8,IMD24,
,41,2642,10,50,2642,N/A,N/A,
,n78,3440,10,50,3440,N/A,N/A,
DC_20A_n41A-n78A,20,845,5,25,804,N/A,N/A,
,n41,N/A,10,N/A,2675,29.8,IMD2,
,n78,3520,10,50,3520,N/A,N/A,
,20,850,5,25,809,N/A,N/A,
,n41,2550,10,50,2550,N/A,N/A,
,n78,N/A,10,N/A,3400,28.8,IMD2,
DC_20A-67A_n3A,20,837,5,25,796,N/A,N/A,
,67,N/A,5,N/A,746,9.4,IMD4,
,n3,1765,5,25,1860,N/A,N/A,
DC_20A_SUL_n78A-n80A,20,N/A,5,N/A,806,9,IMD4,
,n80,1735,5,25,,N/A,N/A,
DC_21A_n1A-n77ADC_21A_n1A-n78A,21,1450.4,5,25,1498.4,N/A,N/A,
,n1,N/A,5,N/A,2154.6,30.6,IMD24,
,n77/n78,3605,10,50,3605,N/A,N/A,
DC_21A_n1A-n79A20,,,,N/A,,,,
DC_21A-28A_n77ADC_21A-28A_n78A,21,1452,5,25,1500,N/A,N/A,
,28,N/A,5,N/A,785.5,16.9,IMD3,
,n77/n78,3689.5,10,50,3689.5,N/A,N/A,
,21,N/A,5,N/A,1498.5,9.9,IMD4,
,28,730.5,5,25,785.5,N/A,N/A,
,n77/n78,3690,10,50,3690,N/A,N/A,
DC_21A-28A_n79A,21,N/A,5,N/A,1498,5.2,IMD5,
,28,730.5,5,25,785.5,N/A,N/A,
,n79,4420,40,216,4420,N/A,N/A,
DC_21A_n28A-n77A,21,1452,5,25,1500,N/A,N/A,
DC_21A_n28A-n78A,n28,N/A,5,N/A,785.5,16.9,IMD39,
,n77/n78,3689.5,10,50,3689.5,N/A,N/A,
,21,1452,5,25,1500,N/A,N/A,
,n28,730.5,5,25,785.5,N/A,N/A,
,n77/n78,N/A,10,N/A,3634.5,17.3,IMD39,
DC_21A_n28A-n79A 17,21,1450.4,5,25,1498.4,N/A,N/A,
,n28,N/A,5,N/A,790.5,2.8,IMD5,
,n79,4980,40,216,4980,N/A,N/A,
,21,1460.4,5,25,1508.4,N/A,N/A,
,n28,735.5,5,25,790.5,N/A,N/A,
,n79,N/A,40,N/A,4420,[6.3],IMD44,
DC_21A-42A_n1A,21,N/A,5,N/A,1500,31.4,IMD2,
,42,3450,10,50,3450,N/A,N/A,
,n1,1950,5,25,2140,N/A,N/A,
DC_21A_n78A-n79A,21,1453,5,25,1501,N/A,N/A,
,n78,3420,10,50,3420,N/A,N/A,
,n79,N/A,40,N/A,4873,30.1,IMD2,
,21,1453,5,25,1501,N/A,N/A,
,n79,4940,40,216,4940,N/A,N/A,
,n78,N/A,10,N/A,3487,29.8,IMD2,
DC_25A-41A_n41ADC_25A-41C_n41ADC_25A-41D_n41A,25,N/A,5,N/A,1992.5,8.5,IMD7,
DC_25A-25A-41A_n41ADC_25A-25A-41C_n41ADC_25A-25A-41D_n41A,41,2502.5,5,1 (RBstart=0),2502.5,N/A,N/A,
DC_25A-(n)41CADC_25A-(n)41DADC_25A-25A-(n)41CADC_25A-25A-(n)41DA,n41,2670,10,1 (RBstart=22),2670,N/A,N/A,
DC_25A-66A_n77ADC_25A-25A-66A_n77A,25,1855,5,25,1935,N/A,N/A,
,66,N/A,5,N/A,2115,29.2,IMD29,
,n77,3970,10,25,3970,N/A,N/A,
,25,1885,5,25,1965,N/A,N/A,
,66,N/A,5,N/A,2175,4.0,IMD5,
,n77,3915,10,25,3915,N/A,N/A,
,25,N/A,5,N/A,1960,32.1,IMD2,
,66,1760,5,25,2160,N/A,N/A,
,n77,3720,10,25,3720,N/A,N/A,
,25,N/A,5,N/A,1940,9.1,IMD411,
,66,1775,5,25,2175,N/A,N/A,
,n77,3385,10,25,3385,N/A,N/A,
,25,N/A,5,N/A,1935,4.2,IMD5,
,66,1715,5,25,2115,N/A,N/A,
,n77,3540,10,25,3540,N/A,N/A,
DC_25A-66A_n78ADC_25A-25A-66A_n78A,25,1880,5,25,1960,N/A,N/A,
,66,N/A,5,N/A,2160,10.4,IMD4,
,n78,3480,10,50,3480,N/A,N/A,
,25,N/A,5,N/A,1960,32.1,IMD29,
,66,1740,5,25,2140,N/A,N/A,
,n78,3700,10,50,3700,N/A,N/A,
,25,N/A,5,N/A,1980,4.2,IMD5,
,66,1770,5,25,2170,N/A,N/A,
,n78,3645,10,25,3645,N/A,N/A,
DC_28A_n1A-n5A,28,708,5,25,763,N/A,N/A,
,n1,1950,5,25,2140,N/A,N/A,
,n5,N/A,5,N/A,882,4.6,IMD5,
,28,743,5,25,798,N/A,N/A,
,n1,N/A,5,N/A,2136,4,IMD5,
,n5,836,5,25,881,N/A,N/A,
DC_28A_n1A-n40A,28,743,5,25,798,N/A,N/A,
,n1,1930,5,25,2120,N/A,N/A,
,n40,N/A,10,N/A,2374,10.1,IMD4,
DC_28A_n1A-n78A,28,733,5,25,788,N/A,N/A,
,n1,1950,5,25,2140,N/A,N/A,
,n78,N/A,10,N/A,3416,15.7,IMD3,
,28,740,5,25,795,N/A,N/A,
,n1,N/A,5,N/A,2150,15.7,IMD3,
,n78,3630,10,50,3630,N/A,N/A,
DC_28A_n3A-n77A,28,735,5,25,790,N/A,N/A,
,n3,N/A,5,N/A,1850,17.0,IMD3,
,n77,3320,10,50,3320,N/A,N/A,
,28,733,5,25,788,N/A,N/A,
,n3,1720,5,25,1815,N/A,N/A,
,n77,N/A,10,N/A,4173,15.9,IMD3,
DC_28A_n3A-n78A,28,735,5,25,790,N/A,N/A,
,n3,1755,5,25,1850,17.0,IMD3,
,n78,3320,10,50,3320,N/A,N/A,
,n3,1750,5,25,1845,N/A,N/A,
,28,743,5,25,798,N/A,N/A,
,n78,3764,10,50,3764,4.5,IMD5,
DC_28A_n5A-n40A,28,712,5,25,767,N/A,N/A,
,n5,826.5,5,25,871.5,N/A,N/A,
,n40,N/A,10,N/A,2365,18.8,IMD3,
,28,720,5,25,775,N/A,N/A,
,n5,N/A,5,N/A,880,17.0,IMD3,
,n40,2320,10,50,2320,N/A,N/A,
DC_28A_n5A-n78A,28,707,5,25,762,N/A,N/A,
,n5,830,5,25,875,N/A,N/A,
,n78,N/A,10,N/A,3781,4.0,IMD5,
,28,723,5,25,778,N/A,N/A,
,n5,N/A,5,N/A,874,3.8,IMD5,
,n78,3766,10,50,3756,N/A,N/A,
DC_28A_n5A-n105A,28,735,5,25,790,N/A,N/A,
,n5,835,5,25,880,N/A,N/A,
,n105,N/A,5,N/A,635,25,IMD3,
DC_28A_n7A-n78ADC_28A_n7B-n78A,28,745,5,25,800,N/A,N/A,
,n7,2565,5,25,2685,N/A,N/A,
,n78,N/A,10,N/A,3310,29.7,IMD2,
,28,740,5,25,795,N/A,N/A,
,n7,N/A,5,N/A,2650,30.5,IMD2,
,n78,3390,10,50,3390,N/A,N/A,
DC_28A_n8A-n78A,28,728,5,25,783,N/A,N/A,
,n8,910,5,25,955,N/A,N/A,
,n78,N/A,10,N/A,3458,9.1,IMD4,
,28,713,5,25,768,N/A,N/A,
,n8,N/A,5,N/A,935,4.3,IMD5,
,n78,3787,10,50,3787,N/A,N/A,
DC_28A-38A_n1A,n1,1975,5,25,2165,N/A,N/A,
,28,N/A,5,N/A,775,4.5,IMD5,
,38,2575,5,25,2575,N/A,N/A,
DC_28A-40A_n1A,28,740,5,25,795,N/A,N/A,
,40,N/A,5,N/A,2365,10.1,IMD4,
,n1,1922.5,5,25,2112.5,N/A,N/A,
,28,N/A,5,N/A,780,8,IMD4,
,40,2340,5,25,2340,N/A,N/A,
,n1,1950,5,25,2140,N/A,N/A,
DC_28_n40-n41,28,740,5,25,795,N/A,N/A,
,n40,2380,5,25,2380,N/A,N/A,
,n41,N/A,10,N/A,2540,11.4,IMD5,
DC_28_n40-n71,28,745.5,5,25,800.5,N/A,N/A,
,n40,2362.5,10,50,2362.5,N/A,N/A,
,n71,N/A,5,N/A,619.5,[3.3],IMD5,
DC_28A-38A_n78A,28,738,5,25,793,N/A,N/A,
,38,N/A,5,N/A,2582,29.5,IMD2,
,n78,3320,10,50,3320,N/A,N/A,
,28,N/A,5,N/A,793,30.8,IMD24,
,38,2582,5,25,2582,N/A,N/A,
,n78,3375,10,50,3375,N/A,N/A,
DC_28A_n40A-n77A,28,708,5,25,763,N/A,N/A,
,n40,2310,10,50,2310,N/A,N/A,
,n77,N/A,10,N/A,3726,[28.6],IMD31,
,28,708,5,25,763,N/A,N/A,
,n40,N/A,10,N/A,2390,[12.3],IMD3,
,n77,3806,10,50,3806,N/A,N/A,
DC_28A-40A_n78ADC_28A-40C_n78A,28,N/A,5,N/A,800.5,11,IMD3,
,40,2302.5,5,25,2302.5,N/A,N/A,
,n78,3795,10,50,3795,N/A,N/A,
,28,715,5,25,770,N/A,N/A,
,40,N/A,5,N/A,2320,15.7,IMD3,
,n78,3750,10,50,3750,N/A,N/A,
DC_28A-41A_n77A,28,738,5,25,793,N/A,N/A,
,n77,3380,10,50,3380,N/A,N/A,
,41,N/A,5,N/A,2642,29.5,IMD2,
,41,2642,5,25,2642,N/A,N/A,
,n77,3440,10,50,3440,N/A,N/A,
,28,N/A,5,N/A,798,30.8,IMD2,
,41,2567.5,10,50,2567.5,N/A,N/A,
,n77,3460,10,50,3460,N/A,N/A,
,28,N/A,5,N/A,782.5,3.0,IMD5,
DC_28A-41A_n78A,28,738,5,25,793,N/A,N/A,
,n78,3380,10,50,3380,N/A,N/A,
,41,N/A,5,N/A,2642,29.5,IMD2,
,41,2642,5,25,2642,N/A,N/A,
,n78,3440,10,50,3440,N/A,N/A,
,28,N/A,5,N/A,798,30.8,IMD2,
DC_28A-41A_n79A,28,743,5,25,798,N/A,N/A,
,n79,4739,40,216,4739,N/A,N/A,
,41,N/A,5,N/A,2510,8.6,IMD4,
,41,2650,5,25,2650,N/A,N/A,
,n79,4502,40,216,4502,N/A,N/A,
,28,N/A,5,N/A,798,15.9,IMD3,
DC_28A-42A_n79ADC_28A-42A_n79CDC_28A-42C_n79ADC_28A-42C_n79C,28,730,5,25,785,N/A,N/A,
,42,N/A,5,N/A,3420,15.3,IMD3,
,n79,4880,40,216,4880,N/A,N/A,
,28,N/A,5,N/A,800,16.2,IMD2,
,42,3597.5,5,25,3597.5,N/A,N/A,
,n79,4420,40,216,4420,N/A,N/A,
DC_28A-66A_n7A,28,N/A,5,N/A,790,27.6,IMD2,
,66,1715,5,25,2115,N/A,N/A,
,n7,2505,5,50,2625,N/A,N/A,
DC_28A-66A_n66A,28,710.5,5,25,765.5,N/A,N/A,
,66,N/A,5,N/A,2129,11.0,IMD4,
,n66,1775,5,25,2175,N/A,N/A,
DC_28A_n71A-n77A,28,705.5,5,25,760.5,N/A,N/A,
,n71,N/A,5,N/A,628,3.8,IMD5,
,n77,3450,10,50,3450,N/A,N/A,
DC_28A_n78A-n105A,28,705.5,5,25,760.5,N/A,N/A,
,n78,3450,10,50,3450,N/A,N/A,
,n105,N/A,5,N/A,628,3.9,IMD5,
DC_29A-30A_n66A,29,N/A,5,25,719.5,4.5,IMD5,
,30,2307.5,5,25,2352.5,N/A,N/A,
,n66,1777.5,5,25,2177.5,N/A,N/A,
DC_29A-30A_n77A,29,N/A,5,N/A,722,15.2,IMD34,
,30,2310,5,25,2355,N/A,N/A,
,n77,3898,10,50,3898,N/A,N/A,
DC_29A-66A_n77A,29,N/A,5,N/A,722,15.2,IMD311,
DC_29A-66A-66A_n77A,66,1734,5,25,2134,N/A,N/A,
,n77,4190,10,50,4190,N/A,N/A,
"DC_30A-66A_n5A,DC_30A-66A-66A_n5A,DC_30A-66A-66A-66A_n5A",30,2310,5,25,2355,N/A,N/A,
,66,N/A,5,N/A,2130,2.5,IMD5,
,n5,830,5,25,875,N/A,N/A,
DC_30A-66A_n77ADC_30A-66A_n77(2A),30,N/A,5,N/A,2355,29.2,IMD211,
DC_30A-66A-66A_n77A,66,1745,5,25,2145,N/A,N/A,
DC_30A-66A-66A_n77(2A),n77,4100,10,50,4100,N/A,N/A,
,30,N/A,5,N/A,2355,3.4,IMD5,
,66,1735,5,25,2135,N/A,N/A,
,n77,3780,10,50,3780,N/A,N/A,
,30,2310,5,25,2355,N/A,N/A,
,66,N/A,5,N/A,2160,8.7,IMD411,
,n77,3390,10,50,3390,N/A,N/A,
DC_38A_n3A-n78A,38,2560,10,50,2560,N/A,N/A,
,n3,1730,5,25,1825,N/A,N/A,
,n78,3390,10,50,3390,16.1,IMD3,
,38,2620,5,25,2620,N/A,N/A,
,n3,1745,5,25,1840,17.6,IMD39,
,n78,3400,10,52,3400,N/A,N/A,
DC_38A_n28A-n78A,38,2615,5,25,2615,N/A,N/A,
,n28,745,5,25,798,N/A,N/A,
,n78,N/A,10,N/A,3360,28.2,IMD29,
,38,2615,5,25,2615,N/A,N/A,
,n28,N/A,5,N/A,785,30.8,IMD24,
,n78,3400,10,25,3400,N/A,N/A,
DC_38A-40A_n28A,38,N/A,5,N/A,2576,5.3,IMD5,
,40,2350,5,25,2350,N/A,N/A,
,n28,708,5,25,763,N/A,N/A,
DC_39A_n40A-n41ADC_39A_n40A-n41C,39,1917.5,5,25,1917.5,N/A,N/A,
,n40,2305,10,50,2305,N/A,N/A,
,n41,N/A,10,N/A,2685,30.3,IMD3,
DC_39A_n40A-n79A,39,1917.5,5,25,1917.5,N/A,N/A,
,n40,2305,10,50,2305,N/A,N/A,
,n79,N/A,40,N/A,4980,5.8,IMD4,
DC_39A_n41A-n79A,39,1900,5,25,1900,N/A,N/A,
,n41,2620,10,50,2620,N/A,N/A,
,n79,N/A,40,N/A,4520,29.8,IMD24,
,39,1900,5,25,1900,N/A,N/A,
,n41,N/A,10,N/A,2620,30.2,IMD24,
,n79,4520,40,216,4520,N/A,N/A,
DC_40A_n1A-n78A,40,2340,5,25,2340,N/A,N/A,
,n1,1930,5,25,2120,N/A,N/A,
,n78,N/A,10,N/A,3450,9.8,IMD4,
,40,2360,5,25,2360,N/A,N/A,
,n1,N/A,5,N/A,2140,9.1,IMD4,
,n78,3430,10,50,3430,N/A,N/A,
DC_40A_n41A-n79A,40,2340,5,25,2340,N/A,N/A,
,n41,2600,10,50,2600,N/A,N/A,
,n79,N/A,40,N/A,4940,30.5,IMD2,
,40,2340,5,25,2340,N/A,N/A,
,n41,N/A,10,N/A,2600,29.4,IMD24,
,n79,4880,40,216,4940,N/A,N/A,
DC_41A_n1A-n77A,41,2650,5,25,2650,N/A,TDD,
DC_41C_n1A-n77A,n1,1970,5,25,2160,N/A,FDD,
,n77,N/A,10,N/A,3330,19.6,TDD,
,41,2510,5,25,2510,N/A,TDD,
,n77,4150,10,50,4150,N/A,TDD,
,n1,N/A,5,N/A,2120,11.0,FDD,
DC_41A_n3A-n77ADC_41C_n3A-n77ADC_41A_n3A-n78ADC_41C_n3A-n78A,41,2620,5,25,2620,N/A,N/A,
,n3,N/A,5,N/A,1840,16.4,IMD3,
,n77/n78,3400,10,50,3400,N/A,N/A,
,41,2580,5,25,2580,N/A,N/A,
,n3,1720,5,25,1815,N/A,N/A,
,n77/n78,N/A,10,N/A,3440,16.8,IMD34,
DC_41A_n28A-n77ADC_41C_n28A-n77ADC_41A_n28A-n78ADC_41C_n28A-n78A,41,2580,5,25,2580,N/A,N/A,
,n28,743,5,25,798,N/A,N/A,
,n77/n78,N/A,10,N/A,3323,28.2,IMD21,
,41,2642,5,25,2642,N/A,N/A,
,n28,N/A,5,N/A,798,30.8,IMD21,
,n77/n78,3440,10,50,3440,N/A,N/A,
DC_46A-48A_n5A5DC_46C-48A_n5A5DC_46D-48A_n5A5DC_46E-48A_n5A5,46,N/A,N/A,N/A,N/A,N/A,"IMD2,IMD3",
